tweet,label,mean_confidence,variability,mean_correctness,correctnesses
The contract extension with James Franklin will absolutely work out in Penn State 's favor .,1,0.4489474818110466,0.33220111558220367,0.25,"[0, 0, 0, 1]"
"@USER @USER @USER My , Nephew stopped a lot . His long hair . looks like a drug dealer . Never smoked anything Pills ? not an aspirin .",0,0.486901693046093,0.31384594855960507,0.25,"[0, 0, 1, 0]"
just wondering how to get my diss down by 1500 words .. such fun,1,0.4963225945830345,0.2611809251298994,0.25,"[0, 0, 1, 0]"
"Spiritfarer is so good , I bought it several months ago but finally started it tonight #gamer",0,0.3673800304532051,0.12921588244081594,0.25,"[1, 0, 0, 0]"
I do n't remember the last time a Sixers game gave me a heart attack but this game was a roller coaster . Hell of an effort but those 10 missed foul shots really hurt .,0,0.4103477895259857,0.12544909276152935,0.25,"[1, 0, 0, 0]"
@USER @USER Kick Raiola out of the league . #Scumbag #RepeatOffender #OneGameIsNotEnough,0,0.4980473890900612,0.28093725388063495,0.25,"[0, 0, 1, 0]"
Tinnitus is my favourite thing ever I love it . So loud so atmospheric HTTPURL,1,0.49582909047603607,0.28721467677295986,0.25,"[0, 0, 0, 1]"
I 'm the highest I 'll ever be on 420 in my life ! I 'm on an airplane duh,1,0.45903220027685165,0.2788799698544424,0.25,"[0, 0, 1, 0]"
Sad that when someone drinks they treat you like shit and wo n't talk to you .,0,0.36395443975925446,0.3243149775689043,0.25,"[0, 0, 0, 1]"
"You guys , how cool would a British version of Breaking Bad be ? Lol jk , they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment .",1,0.552041694521904,0.25767538179886007,0.25,"[0, 0, 1, 0]"
"Yes , I would absolutely love to see how my favourite game company is going down the drain . I TOTALLY do n't want them to pick themselves up and make better products . Not at ALL .",1,0.5085728466510773,0.25277952422764244,0.25,"[0, 0, 0, 1]"
@USER #spinless #gutless  acceptable,0,0.43002310767769814,0.27965271462748126,0.25,"[1, 0, 0, 0]"
"As a girl , my reason not to put on makeup is I 'm satisfied with my face , unlike you bitch ! | |  #winter",0,0.4465870074927807,0.32853709114478674,0.25,"[0, 0, 0, 1]"
"Secret Santa for one of my er ... "" hotter ""  work colleagues .. HTTPURL",1,0.408913373015821,0.22354155735162623,0.25,"[0, 0, 0, 1]"
@USER you tweet about having a flip phone ? Now that 's the definition of ,0,0.4472100995481014,0.2941522221951409,0.25,"[0, 0, 0, 1]"
@USER haha can not wait for monday  at it 's best .. cheers,1,0.4884483143687248,0.29645505305510794,0.25,"[0, 0, 0, 1]"
You know the wolves match is boring when you 're talking with your mate about the best way to wire up his new shed !,1,0.541591539978981,0.2699851548034445,0.25,"[0, 0, 0, 1]"
"So hard to book a jab , turn up , be jabbed , wait a bit and then get on with your life . Why bother ?",1,0.5544376969337463,0.25119515723157204,0.25,"[0, 0, 1, 0]"
@USER I miss seeing your face and t-Rex hands everyday on Vlogmas :loudly_crying_face: :face_blowing_a_kiss: -Rexemoji :see-no-evil_monkey:,1,0.4119790270924568,0.27913138734553034,0.25,"[0, 0, 1, 0]"
@USER @USER can't wait to see ya both ,1,0.38219951186329126,0.3305645288609897,0.25,"[1, 0, 0, 0]"
Am I the only one who thinks burrata is boring af ?,0,0.4615067206323147,0.33293717915572413,0.25,"[0, 0, 0, 1]"
If only clever people actually had the ability to be clever and not repeat everything they think they know,1,0.6182906255126,0.2558348874507749,0.5,"[0, 1, 0, 1]"
Husband coming home early ? #mongkok #kowloon #hongkong #dongiotravels  #50thfloor ... HTTPURL HTTPURL,1,0.46864072140306234,0.3516726080170034,0.5,"[0, 1, 0, 1]"
alllllll nighter . woohoo,1,0.7052777484059334,0.27265745493843674,0.5,"[0, 0, 1, 1]"
"just booked to see David Gray too , , , am i 40",1,0.6532264426350594,0.3375626125231077,0.5,"[0, 0, 1, 1]"
i feel like whole life is about waiting waiting and waiting,0,0.5186511501669884,0.19001427272592766,0.5,"[1, 1, 0, 0]"
One from her please * cries * HTTPURL,0,0.691317543387413,0.27411760675306945,0.5,"[1, 0, 0, 1]"
clashupdate  HTTPURL,1,0.550480492413044,0.30713430313249934,0.5,"[0, 1, 0, 1]"
So glad boris protected our nhs by having his own Christmas party,1,0.5814267620444298,0.21532283137897584,0.5,"[0, 1, 0, 1]"
Yay I just love this time of the month ... ! ,1,0.6416143700480461,0.30095543207556263,0.5,"[1, 0, 1, 0]"
#NYPD :worried_face: :confused_face: :crying_face: :sleepy_face: :disappointed_face: not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are .,1,0.6573361828923225,0.3393238634008535,0.5,"[0, 0, 1, 1]"
check it out ! HTTPURL ,0,0.5336723010987043,0.3159410826006829,0.5,"[0, 1, 0, 1]"
I dont understand tlist as I dont read inamorata I only read inamorato lmao #sorry or prob  lol,0,0.5636408179998398,0.420481203682935,0.5,"[0, 1, 0, 1]"
My eldest is having a wild Friday night out . She 's going to bingo . :face_with_tears_of_joy:,1,0.5214396161027253,0.34299148893053,0.5,"[0, 1, 1, 0]"
I 'm just living off salads and yogurt and loving it tbh,1,0.6145297661423683,0.3635693490543508,0.5,"[0, 1, 1, 0]"
"@USER why does Alexa UK not get improvements like Guard , Adaptive Volume , Male voice ? Should we pay less for the devices than the US equivalent ?",1,0.6125381141901016,0.3262183436248404,0.5,"[0, 0, 1, 1]"
so proud of my artwork :sparkling_heart: :smiling_face_with_halo: #proud  HTTPURL,1,0.5940303355455399,0.2540345249626861,0.5,"[0, 1, 1, 0]"
Las Iguanas :OK_hand: :smiling_face_with_heart-eyes: :wine_glass: :fork_and_knife:,0,0.5529537204420194,0.37825816281302466,0.5,"[1, 0, 1, 0]"
Avoid mass gatherings .. does this mean that I can stay home tomorrow as I work at a school ? No I thought not . #schoolclosure,1,0.5318760275840759,0.2991984942256291,0.5,"[0, 1, 0, 1]"
"I think the corn should be part of the game , let the players chase balls into the corn field ! #FieldOfDreamsGame :ear_of_corn: :ear_of_corn: :ear_of_corn:",0,0.518215412274003,0.32914268603842267,0.5,"[1, 0, 0, 1]"
@USER : Goal of the Season 1970 : GOAL 1 . Jon Sammels #ARSENAL vs #manutd HTTPURL @USER @USER,0,0.532812375575304,0.4329078971064259,0.5,"[1, 0, 0, 1]"
Aaand the hits just keep on coming . #BadDay ,0,0.6089189443737268,0.38649513626083626,0.5,"[0, 0, 1, 1]"
"I 'm so glad the clocks just went back , I have this whole extra hour of insomnia to play with .",1,0.6673569008708,0.3200822796555066,0.5,"[0, 0, 1, 1]"
@USER : 10 HOUR CAR RIDE AND I CANT SLEEP IN CARS YAYAAYAYAYAYAY .  have fun bff !,1,0.57743751257658,0.23990643525519117,0.5,"[0, 0, 1, 1]"
"@USER @USER @USER I did too , and I also reported Cancun Cruz not worrying about the heartbeats of his constituents without electricity or heat when he fled to Mexico .",1,0.6669119335711002,0.3203852524082881,0.5,"[0, 0, 1, 1]"
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day . the audacity is astonishing .,1,0.5601886007934809,0.37081217342325906,0.5,"[0, 0, 1, 1]"
@USER hahaha yeah I think so too cause you know how she loves her with all her heart :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: ...  :pistol: .,1,0.6822011768817902,0.2978963939448187,0.5,"[0, 1, 1, 0]"
I love health insurance so much fun paying $ 100 ' s a month and then $ 100 ' s for basic medical services that somehow are n't covered . #America,1,0.6937482133507729,0.2662290329030955,0.5,"[0, 0, 1, 1]"
"If this is love i do n't wanna be loved , You pollute the room with your filthy tongue  #getscared",0,0.5424884017556906,0.34472529855813727,0.5,"[0, 0, 1, 1]"
Happy new year to meeeee ... HTTPURL,0,0.6717462092638016,0.23540885739308415,0.5,"[1, 0, 0, 1]"
Every time I see an establishment with paper straws I turn a little bit Republican,1,0.5124707221984863,0.25232738958527745,0.5,"[0, 1, 1, 0]"
"If you are a grown adult and you are riding a razor scooter around , please grow up . Best regards",0,0.6043753586709499,0.25592452298420354,0.5,"[0, 1, 0, 1]"
She 's got something you just can't trust | It 's something mysterious ...,0,0.538330465555191,0.28719428238110867,0.5,"[1, 0, 0, 1]"
my mom says i need to interact w actual ppl and not just folks online :( ( ( i have no friends irl,0,0.45176617056131363,0.36469247456290516,0.5,"[0, 0, 1, 1]"
"So , Matt and Natasha are having sex . #WhatASuprise  #WhatElseIsNew",1,0.6241063065826893,0.30402565467111153,0.5,"[1, 0, 0, 1]"
"me : revises cells + other general biology stuff edexcel : "" i want a fit summer bod , get them to tell me how i get one "" #EdexcelBiology #Gcses2018",1,0.5343355238437653,0.2855581047455834,0.5,"[0, 0, 1, 1]"
Think we should all give Bo Jo a break . How could he have POSSIBLY known about the cheese and wine party going on in his own house ?,1,0.6422749161720276,0.2763459636817669,0.5,"[0, 0, 1, 1]"
Boris Johnson is entirely trustworthy and honest and there was obviously no Christmas Party in Number 10 this time last year,1,0.6205359883606434,0.3648996602462319,0.5,"[0, 1, 0, 1]"
"@USER @USER The more liberal the city , the more class and intelligence it exudes . ",1,0.5205723159015179,0.3473144641456005,0.5,"[1, 1, 0, 0]"
"Man-spider . The story of a spider who 's bitten by a human and now has the powers of a human . Working in an office , wasting money on artisan coffee , and giving up his bus seat to a woman who turns out not to be pregnant , but just "" likes sandwiches you a-h * le "" . #IntoTheSpiderVerse",1,0.6609543189406395,0.32433627532942944,0.5,"[0, 1, 0, 1]"
"@USER @USER @USER @USER @USER Come on lads , you 're fucking better than this shite you keep showing",0,0.4702083393931389,0.32084754829899487,0.5,"[1, 0, 1, 0]"
"Just noticed that I crossed 500 followers in past month . Guys , I hope you enjoy the sarcasm b / c we all know my value added is nil ",0,0.4187511601485312,0.39069896772948093,0.5,"[0, 1, 1, 0]"
Thank god I just accidentally snapped a rando guy from high school ‘ yas queen ' with acne cream all over my face,1,0.6515133082866669,0.19548255078059737,0.5,"[0, 1, 0, 1]"
#Funny #18 + Turn On aquabreeze :| | disgustinghotels :| |  all men HTTPURL,0,0.5692437179386616,0.3087153145697523,0.5,"[1, 0, 0, 1]"
It 's really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7- 3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go . I should have been consulted really 😵‍💫 😵‍💫 😵‍💫,1,0.6548375971615314,0.32340232659545315,0.5,"[0, 0, 1, 1]"
bo burnham owes me absolutely nothing but i think he should put make happy on spotify i need to sob to the burrito song,0,0.4642708348110318,0.2836559582016648,0.5,"[1, 1, 0, 0]"
"I guess Paul did n't have buns , hon . #EatenAlive  @USER",1,0.5902969539165497,0.29009459381438,0.5,"[1, 0, 0, 1]"
Just almost got hit on the highway by a @USER truck :zany_face: tysm for making me feel safe guys ! ! !,1,0.6563639044761658,0.24962634939331946,0.5,"[0, 1, 0, 1]"
@USER Those boots must be tasty for how much they 're choking on ' em :skull:,1,0.47501084581017494,0.2893675639820889,0.5,"[0, 1, 1, 0]"
Taylor wrote a nasty note on my car today . #we #are  #friends,0,0.5331353880465031,0.3436926530808406,0.5,"[1, 0, 0, 1]"
“ there is no greater joy than to have an endlessly changing horizon ”,0,0.5977258644998074,0.3828471037857404,0.5,"[0, 0, 1, 1]"
So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great :unamused_face: ,1,0.6352187134325504,0.3465143268875286,0.5,"[1, 0, 0, 1]"
It makes me feel a lot safer knowing the MET Police do n't investigate crimes after they happen .,1,0.6974598914384842,0.2879782457137467,0.5,"[0, 0, 1, 1]"
@USER Sorry butt ,0,0.5407789163291454,0.4512781536255732,0.5,"[0, 1, 0, 1]"
"So big BJ threw an Xmas party in lockdown while nan spent it on her own , oh well I 'm sure she had a great time anyway .",1,0.5662560053169727,0.297514987297373,0.5,"[0, 1, 1, 0]"
Brother 's off on a night out and I 've gone to bed cos I feel exhausted and sick ... excellent 👍🏻,1,0.6235935315489769,0.2259558675449218,0.5,"[0, 0, 1, 1]"
GTA #San #Andreas # 2 #is  #coming #in #2015 : One media has released that GTA San Andreas 2 is coming in 2015 ... HTTPURL,0,0.5790651962161064,0.2624847624202549,0.5,"[1, 0, 1, 0]"
Mondaiiis to fridaiis without Huweyyyyyy #do  #like HTTPURL,0,0.6639895364642143,0.3052725527051952,0.5,"[1, 0, 0, 1]"
"Hey Siri , how do I stop simping ?",1,0.5810096897184849,0.36240738899245567,0.5,"[0, 1, 0, 1]"
MLS Transactions 2015 #MLS HTTPURL making waves again  2 b fair it will take more than 2 players to fix this,1,0.4825159383472055,0.41102032438847047,0.5,"[0, 1, 0, 1]"
"My favourite thing driving to work in the morning is how peaceful and slow everyone is . I love when people do n't know where they 're going , like they are just out for a stroll at 8: 30 in the morning . It makes me so happy .",1,0.5358572565019131,0.3137118003071551,0.5,"[0, 1, 0, 1]"
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1,0.607913464307785,0.27695953302949056,0.5,"[0, 1, 1, 0]"
@USER @USER @USER that was n't a choke hold the officer was trying to keep #EricGarner from falling forward . ,1,0.6709442362189293,0.28463993128244075,0.5,"[1, 0, 1, 0]"
@USER @USER We share a birthday Martin ! Happy birthday fellow Taurean - hope your day has been good so far :smiling_face_with_smiling_eyes:,0,0.6278788298368454,0.14291973973019206,0.5,"[1, 0, 0, 1]"
"me : trying to sleep slightly earlier than usual bc I feel like shit my friend , texting the group chat 13 separate times at nearly 4am : hello I do n't think so ! how abt I tell u abt how bad things are going instead :)",1,0.6089978814125061,0.2868967253246897,0.5,"[0, 1, 0, 1]"
#forgive #others  #because they #deserve #forgiveness #you #peace love this from @USER #words #wisdom ... HTTPURL,0,0.6266788989305496,0.22161888825022627,0.5,"[1, 1, 0, 0]"
You 've set yourself some target to achieve there like love #hot or  HTTPURL,0,0.5502228662371635,0.2800475381513939,0.5,"[0, 1, 0, 1]"
I 've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump ( and then fuck up ) the start and Leclerc tangle with Verstappen on turn 2 . Lovely stuff .,1,0.5999060124158859,0.2643908205410687,0.5,"[0, 1, 1, 0]"
"So my Twitter feed has to show me what tweets people I follow like . ... :neutral_face: If I unfollowed you , just know I 'm tired of seeing porn",1,0.6488973051309586,0.264760729933028,0.5,"[0, 1, 0, 1]"
When I grow up I wanna be a sociopath,1,0.5473660174757242,0.3081016294331044,0.5,"[0, 0, 1, 1]"
""" @USER : FLORIDA YOU LITERALLY HAVE ONE JOB """,1,0.553806132171303,0.40294730110995913,0.5,"[0, 0, 1, 1]"
#np #NowPlaying #NowListening #Music #Do n't Let Her Pull You Down by #New Found Glory from the #album :  With ... HTTPURL,0,0.4513453245162964,0.27989784261868994,0.5,"[0, 1, 1, 0]"
WHY IS IT SO HARD TO FIND SOMEWHERE TO SWIMMM :hot_face:,0,0.47998936008661985,0.4122899502593523,0.5,"[1, 0, 1, 0]"
"Vaccine mandates are obviously great things for the good of the people , cause nothing bad has ever happened by forcing people into things .",1,0.5489997286349535,0.32722812854597066,0.5,"[0, 0, 1, 1]"
""" Alexa add small bananas to the shopping list . "" I 've added smooth armours to your shopping list . "" Gee thanks Alexa ! #alexa",1,0.6275963634252548,0.2994644457015585,0.5,"[0, 0, 1, 1]"
"Why does Ramish think he can stop my kitchen rennovation because of the noise ? His kids are not exactly quiet or competent when they play their musical instruments , lets just say my dog makes a better sound .",1,0.6142232418060303,0.3446414086652745,0.5,"[0, 1, 0, 1]"
"Seeing as Kanye West has a range of clothing with Gap , how about me and you do a collab @USER",1,0.5783713683485985,0.22222591229041924,0.5,"[0, 1, 1, 0]"
Why YES ! Of course I use  a lot in my day ... because violence is illegal .,1,0.6046838536858559,0.282605927805198,0.5,"[0, 1, 0, 1]"
When u callin I 'm tappin lol  sorry,1,0.5622336268424988,0.30429590636720716,0.5,"[0, 0, 1, 1]"
Do n't think that you can just use my boyfriend when you have noone else ...  #on #my #watch,0,0.6209987327456474,0.2774713571902395,0.5,"[0, 1, 0, 1]"
"Loooooool RT @USER : Monday is done , Friday is around the corner",0,0.44234865345060825,0.2766056102472566,0.5,"[1, 1, 0, 0]"
Iiiiiiii have the best boyfriend everrrrrrrrr .,0,0.49475855380296707,0.1471645994209057,0.5,"[0, 1, 1, 0]"
"@USER @USER @USER @USER Not sure if this has been answered somewhere or not , but are the MTX going to be live for Early Access , or is that something for the 22nd ?",0,0.5910501386970282,0.3539965330781132,0.5,"[1, 0, 0, 1]"
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1,0.5887446478009224,0.3163599333003181,0.5,"[0, 0, 1, 1]"
"It 's nice to see some heritage organisations are doing the right thing and putting the safety of their staff , visitors and volunteers first . Wonder what that 's like ... ... for reasons , this is aimed at nobody .",1,0.566331535577774,0.15158782428169174,0.5,"[0, 1, 0, 1]"
@USER Reviewer 2 : this is a very weak paper that fails proof of concept . Stating a cat bed is also a wizard 's hat is totally wrong and your data can not support this,1,0.5395501516759396,0.3354105179626416,0.5,"[0, 1, 0, 1]"
Only posting selfie 's ? ? On YOUR own Instagram account ? ? Crazy right,1,0.5536914635449648,0.32331847609552267,0.5,"[0, 0, 1, 1]"
@USER I thing you might be on to somethink ! :face_with_rolling_eyes:,1,0.5489195995032787,0.2831218148613494,0.5,"[0, 1, 1, 0]"
"Lucky for @USER , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1,0.5816470757126808,0.2462084212168163,0.5,"[0, 1, 0, 1]"
Love being called into work on my morning off after not even 6 hours of sleep .  #thanks #splitshift,1,0.5212446823716164,0.27607587948151274,0.5,"[1, 1, 0, 0]"
You can spit on a rose but it 's still a rose . #contempt  #mockery,0,0.5874631144106388,0.3049079716159115,0.5,"[0, 0, 1, 1]"
Ca n't wait to go for my first driving lesson today . The thought of getting into a metal death trap that kills thousands of people every year just fills me with joy !,1,0.6177604403346777,0.3649647877648667,0.5,"[0, 0, 1, 1]"
"Oh good , it 's time for the bi-monthly random power outage .",1,0.6450578384101391,0.3508232677372371,0.5,"[0, 1, 1, 0]"
"@USER claims the man was peaceful , when he was violating HR of orientation .  making a free speech argument over an HR issue .",1,0.635261632502079,0.3050085121599553,0.5,"[0, 0, 1, 1]"
How DARE my friends have jobs / boyfriends / lives they should consider my feelings and be free when I am,1,0.5390874445438385,0.2727239543672438,0.5,"[0, 0, 1, 1]"
"#SteveHarvey worships #Obama b / c he does n't research , then calls every 1 else ignorant . #Fuck this guy . HTTPURL  #Idiot",0,0.5497068101540208,0.4232687900247124,0.5,"[1, 0, 1, 0]"
@USER @USER @USER @USER @USER @USER @USER fuck it mite just warch eastenders ,0,0.5180377885699272,0.27723865983398643,0.5,"[0, 1, 0, 1]"
". @USER is 100 % going to post another photo with 5 holes in a fence 5 days before Lover is released , is n't she ?",1,0.5268151126801968,0.40887298958671103,0.5,"[0, 0, 1, 1]"
i do occupy rent free space in his cranial cavity LOL @USER,0,0.5529000125825405,0.35887444588775763,0.5,"[1, 0, 0, 1]"
Now gonna enjoy this day with my babies ! ! :victory_hand:,0,0.43691369891166687,0.205476123516986,0.5,"[1, 0, 1, 0]"
"Jesus , Mary and Joseph . How sad to go through life suffering from  deficiency",1,0.6148874592036009,0.38022047733115777,0.5,"[0, 1, 0, 1]"
Efy is great,1,0.4229466989636421,0.12618320941593922,0.5,"[0, 0, 1, 1]"
tanning in this heat is an extreme sport,1,0.5367529690265656,0.16159290159574777,0.5,"[0, 0, 1, 1]"
@USER nice to see you admit your errors  slightly different from your earlier stats for 2014 ! @USER,1,0.49099108949303627,0.32390941067559126,0.5,"[0, 0, 1, 1]"
"Day 4 "" joyous day "" #decemberchallenge #picture speaks for itself #costateguise #beach #peace #2nd home # ... HTTPURL",0,0.6942490115761757,0.28231873711267336,0.5,"[1, 0, 0, 1]"
it 's amazing how toxic people are always blaming others but fail to realize that they are the common denominator in all problems :litter_in_bin_sign:,0,0.6368312686681747,0.3348781259480817,0.5,"[0, 1, 1, 0]"
Wonderful human population and their caring nature to animals to continue to drink their milk and eat them day in day out !,1,0.5303952991962433,0.32255639623577415,0.5,"[1, 0, 0, 1]"
