tweet,label_polarity,mean_confidence_polarity,variability_polarity,mean_correctness_polarity,correctnesses_polarity,label_mix,mean_confidence_mix,variability_mix,mean_correctness_mix,correctnesses_mix
@USER I do n't think your caramel frappe is salty enough .  #McYuck #lostsale,1,0.456615999341011,0.2698783843066767,0.25,"[0, 0, 0, 1]",1,0.7535591721534729,0.2231112195073384,0.75,"[0, 1, 1, 1]"
@USER you are by far the funniest prick in the world at the moment . Can you please come to Geelong ? We have a normal mayor ... ,1,0.4515269547700882,0.3220109911956441,0.25,"[0, 0, 0, 1]",1,0.8388176709413528,0.1973384610361738,1.0,"[1, 1, 1, 1]"
@USER @USER least I could do for barging into your convo !,0,0.4722745660692453,0.3285655281898381,0.25,"[0, 0, 0, 1]",0,0.8065640330314636,0.1808891516610104,1.0,"[1, 1, 1, 1]"
#HowToGetUnfollowed Post pictures or videos of you smoking . Especially blowing smoke at the camera . #SoCool  #GTFO,1,0.4098204700276255,0.3164862675618346,0.25,"[0, 0, 0, 1]",1,0.7419802621006966,0.2071576965299182,0.75,"[0, 1, 1, 1]"
It 's freezing out there & very hazy ... Just want to go home .,0,0.4180301763117313,0.3186034028293552,0.25,"[0, 0, 0, 1]",0,0.6840145438909531,0.1868575605372825,0.75,"[1, 0, 1, 1]"
@USER @USER Putting 123 between Muhammad and Ali ? I find your own twitter ID quite blasphemic and offending ,1,0.5294766426086426,0.2730857869629089,0.25,"[0, 0, 0, 1]",1,0.7180690988898277,0.2249327378314979,0.75,"[1, 0, 1, 1]"
Huge for @USER RT @USER Congrats to today 's #12DaysOfChristmasSweatersContest winner @USER ! HTTPURL,0,0.537116039544344,0.30079422720939,0.5,"[0, 0, 1, 1]",0,0.8587096929550171,0.1079375105242174,1.0,"[1, 1, 1, 1]"
Absolutely love being harassed by a group of twatty adolescents on a late night shop ,1,0.4924359247088432,0.2152726151931416,0.5,"[1, 1, 0, 0]",1,0.7208714336156845,0.289270282293998,0.75,"[1, 1, 0, 1]"
Interviewed a turkey & here 's what he had to say HTTPURL #Thanksgiving,0,0.6865597888827324,0.2690045873495599,0.5,"[0, 0, 1, 1]",0,0.7503163143992424,0.272990102272406,0.75,"[1, 0, 1, 1]"
"@USER Marvellous ! Sounds nothing like any jingle bells song i 've ever heard ! I can see you in mismatched socks , tights & cricket gear :-)",0,0.6094649434089661,0.3616229088266563,0.5,"[0, 0, 1, 1]",0,0.7788310125470161,0.2348401088190456,0.75,"[0, 1, 1, 1]"
I feel a nap in my near future . #NapTime,0,0.5961908400058746,0.2839785283441616,0.5,"[0, 0, 1, 1]",0,0.8127652704715729,0.1874137966561122,1.0,"[1, 1, 1, 1]"
Mary is not having that shit whatsoever . #done #shesdone :person_tipping_hand: HTTPURL,0,0.5379364192485809,0.215521103110488,0.5,"[0, 0, 1, 1]",0,0.7131446748971939,0.2431988401957641,0.75,"[1, 0, 1, 1]"
It 's almost 1am and @USER and I are arguing on why the guy is cute or not . Really . This is our lives . Come on were adults . ,1,0.6905554980039597,0.2828408115677591,0.5,"[0, 0, 1, 1]",1,0.6243640556931496,0.3406416221642928,0.5,"[0, 0, 1, 1]"
"@USER Nah , it 's better we all act like the North Korean govt and police people 's private thoughts . ",1,0.5992849767208099,0.3402184684626234,0.5,"[0, 0, 1, 1]",1,0.7511895149946213,0.1964951895647787,1.0,"[1, 1, 1, 1]"
WOW Doutzen looks amazing after having a baby,0,0.6435266360640526,0.2627812032280687,0.5,"[0, 0, 1, 1]",0,0.7034078370779753,0.3403217724542582,0.75,"[0, 1, 1, 1]"
hahahaha ... ' Best Asian Style ' went to the group of pretty boys ALL wearing blacks suits with a tie / bow . HOW STYLISH .  #2014MAMA,1,0.6415964476764202,0.3412575182341621,0.5,"[0, 0, 1, 1]",1,0.7035172060132027,0.2564505262909234,0.75,"[1, 1, 1, 0]"
Picked an excellent day to get my hair done :unamused_face: ,1,0.6410699039697647,0.2552996637625284,0.5,"[0, 1, 1, 0]",1,0.8628821820020676,0.1274128465498074,1.0,"[1, 1, 1, 1]"
"@USER wow , Rickman really looks a lot different with blond hair .",0,0.6046072915196419,0.3098027454688629,0.5,"[0, 0, 1, 1]",0,0.6572115644812584,0.2189505363015968,0.75,"[0, 1, 1, 1]"
. @USER Yup . That 's exactly how we do it ,1,0.6783304885029793,0.1977588147766382,0.5,"[0, 0, 1, 1]",1,0.4106947919353843,0.2648303442054421,0.5,"[1, 0, 0, 1]"
BBC News - ' Skywalker ' passport cancelled because it was ' frivolous ' #trademarks  HTTPURL,1,0.6272149905562401,0.2187756462448214,0.5,"[0, 0, 1, 1]",1,0.5811588205397129,0.3492058387869495,0.5,"[0, 0, 1, 1]"
tough day in sun #kitsch #funny @USER Costa Teguise Lanzarote HTTPURL,0,0.6709753721952438,0.2494806869677669,0.5,"[0, 0, 1, 1]",0,0.8930362164974213,0.1116609869164748,1.0,"[1, 1, 1, 1]"
Thank you Aidyn and Adele for getting me sick . ,1,0.6023083347827196,0.3307630115922027,0.5,"[0, 1, 1, 0]",1,0.7787469923496246,0.1596178321119001,1.0,"[1, 1, 1, 1]"
Love coming to school knowing I have tests all day ,1,0.5931143760681152,0.3105191558332367,0.5,"[0, 1, 0, 1]",1,0.8590418696403503,0.134815114387521,1.0,"[1, 1, 1, 1]"
"Watching my grandparents and my parents pay all these bills , really excites me for the future . - ___ - ",1,0.6937503293156624,0.2670198112650698,0.5,"[0, 0, 1, 1]",1,0.8157903924584389,0.1920730978828501,0.75,"[0, 1, 1, 1]"
"Awh I love her replies , they get me feeling all types of ways !  #noreplies #StoryOfMyLife HTTPURL",1,0.5950073227286339,0.2637021248764646,0.5,"[0, 1, 0, 1]",1,0.7347859293222427,0.2919392011365284,0.75,"[0, 1, 1, 1]"
Because standing by a board about dental hygiene for two hours is how I wanted to spend my birthday .. ,1,0.5765049755573273,0.2490740968094438,0.5,"[0, 0, 1, 1]",1,0.858732596039772,0.1516234939235319,1.0,"[1, 1, 1, 1]"
@USER I be surprised at how many ppl have me blocked :weary_face: :weary_face: :weary_face:  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows,1,0.5395682631060481,0.3560948536364943,0.5,"[0, 1, 0, 1]",1,0.7846188247203827,0.2519054929343695,0.75,"[0, 1, 1, 1]"
@USER which would ALSO push rates up :) is n't this a fun game ? ,1,0.5832778830081224,0.3910441547041272,0.5,"[0, 0, 1, 1]",1,0.7757590189576149,0.2620214805737666,0.75,"[0, 1, 1, 1]"
Well this is great ..  | Illinois Passes Bill That Makes It Illegal To Record The Police HTTPURL,1,0.5743989758193493,0.2819156120731106,0.5,"[0, 1, 0, 1]",1,0.7228914350271225,0.2065429519790519,0.75,"[0, 1, 1, 1]"
@USER What do you know about #iubb ? Tom Crean is a coaching genius  !,1,0.5847669541835785,0.3182797973841704,0.5,"[0, 1, 1, 0]",1,0.7871692627668381,0.1326660341317494,1.0,"[1, 1, 1, 1]"
Thank you Harding science department for only giving us 55 minutes for our final . ,1,0.6039379350841045,0.2855782611518887,0.5,"[0, 0, 1, 1]",1,0.8159642070531845,0.1208262700919344,1.0,"[1, 1, 1, 1]"
JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE ! | SHOCKED ? | UMMMM SO  | THEY HIRE MORONS ! | PUT THE ARMY IN THERE !,1,0.6270930096507072,0.3013179637364024,0.5,"[0, 1, 1, 0]",1,0.8413852155208588,0.1377452258778086,1.0,"[1, 1, 1, 1]"
Everyones full of ruddy xmas cheer here ,1,0.6693747714161873,0.2535604201666012,0.5,"[0, 0, 1, 1]",1,0.8262322545051575,0.1682275719374174,1.0,"[1, 1, 1, 1]"
Yet another out of a million doctor visits tomorrow ... so.stoked . ,1,0.573941511567682,0.3775569515574225,0.5,"[0, 1, 0, 1]",1,0.4100725594907999,0.2337867577346299,0.5,"[1, 0, 0, 1]"
"But instead , I 'm scrolling through Facebook , Instagram , and Twitter for hours on end , accomplishing nothing . ",0,0.6851963773369789,0.2248776776761842,0.5,"[0, 1, 0, 1]",0,0.8353386223316193,0.068397334402247,1.0,"[1, 1, 1, 1]"
"' Liberated ' Iraq - - 2014 One of Bloodiest Years with More than 36,000 Victims : HTTPURL Thank you , Western liberators ",1,0.6242718696594238,0.3290210290738816,0.5,"[0, 0, 1, 1]",1,0.8168183118104935,0.1867597766212071,1.0,"[1, 1, 1, 1]"
Testing water temperatures #excitingtimes ,1,0.6264926344156265,0.3480072009619995,0.5,"[0, 0, 1, 1]",1,0.6825689673423767,0.2976250528489681,0.5,"[0, 0, 1, 1]"
"Russia says ruble crisis over as reserves dive , inflation climbs  HTTPURL via @USER",1,0.6174415461719036,0.3465973916298464,0.5,"[0, 0, 1, 1]",1,0.767232246696949,0.2770738935841874,0.75,"[0, 1, 1, 1]"
Choose your words carefully hurting someone feelings is not the right way to go .,0,0.4707650449126959,0.378377476909099,0.5,"[1, 0, 0, 1]",0,0.7746888846158981,0.195087836903631,1.0,"[1, 1, 1, 1]"
@USER Why not ? The House Committee has been very informative thus far ! ! !  | #UniteBlue,1,0.5899324156343937,0.3650942237754439,0.5,"[0, 0, 1, 1]",1,0.6572043001651764,0.1946068554874655,0.5,"[0, 0, 1, 1]"
I have three exams today lets gooooo ! #School  #Swag,1,0.6010981500148773,0.2006016189962103,0.5,"[0, 1, 0, 1]",1,0.7271003648638725,0.188106666543336,0.75,"[0, 1, 1, 1]"
Sat on yet another stationary @USER train for 15 minutes with no explanation from the driver . Your service is just top drawer . ,1,0.6872361823916435,0.2905351574724128,0.5,"[0, 0, 1, 1]",1,0.8093677535653114,0.2575839807303684,0.75,"[0, 1, 1, 1]"
And then today was :pile_of_poo: . What a surprise !  #2of6 #6daystretch,1,0.5369170811027288,0.3173139381826097,0.5,"[0, 0, 1, 1]",1,0.7877973169088364,0.1663286328248476,1.0,"[1, 1, 1, 1]"
Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers ...  :see-no-evil_monkey:,1,0.4812376908957958,0.2074306304569328,0.5,"[1, 0, 1, 0]",1,0.7718528360128403,0.2272141004453053,0.75,"[1, 0, 1, 1]"
I refuse to be weak ... #workout #motivation #fitfam HTTPURL,0,0.6711167842149734,0.3033053968372781,0.5,"[0, 0, 1, 1]",0,0.7518697008490562,0.2222533599910149,0.75,"[1, 0, 1, 1]"
For 9 grand a year we definitely get all of the information we need in this practical class ,1,0.5027201026678085,0.3193463512929519,0.5,"[1, 0, 0, 1]",1,0.6975060924887657,0.2528579913276781,0.75,"[1, 1, 1, 0]"
It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark ,1,0.4747965391725302,0.3190380720791865,0.5,"[1, 0, 0, 1]",1,0.7426500022411346,0.1755258230358769,0.75,"[0, 1, 1, 1]"
Love waking up to no heat in my apartment  #socold,1,0.6101851835846901,0.3763248161174483,0.5,"[0, 0, 1, 1]",1,0.7166597843170166,0.3077394085351344,0.75,"[1, 1, 0, 1]"
"I THOUGHT WHAT WE HAD WAS REAL , HOW COULD YOU BE FINE ? COZ I'M NOT FINE AT ALL Oh wait . Fixed the caps lock ^ . ^  #LaughNow . o .",1,0.6294917613267899,0.2955968305490151,0.5,"[0, 1, 1, 0]",1,0.5916984304785728,0.246426107747681,0.5,"[0, 0, 1, 1]"
Mondays are fine . It 's your life that sucks . | | It 's the first day of class and you see that ... Ugh ? Face ? | #UrsulaOnAMonday | #wow ,1,0.709423340857029,0.2550189604854118,0.5,"[0, 0, 1, 1]",1,0.674699142575264,0.2771981832202773,0.5,"[0, 0, 1, 1]"
can you imagine being in high school today with a delusional dad making a fool of himself on the internet @USER,0,0.6879639774560928,0.2718230142783499,0.5,"[0, 0, 1, 1]",0,0.7858722358942032,0.1922534526223736,1.0,"[1, 1, 1, 1]"
"@USER Tx , i saw that . must be a great shot to defend oneself from a fierce attacking giraffe .  #HungerGames",1,0.5080521982163191,0.3083088331912783,0.5,"[0, 0, 1, 1]",1,0.5683063119649887,0.1929041610597707,0.5,"[0, 1, 0, 1]"
2015 prediction : Putin ditches the Ruble and adopts Bitcoin,0,0.5715430108830333,0.3582479683938104,0.5,"[0, 1, 0, 1]",0,0.8185967206954956,0.1388131246251749,1.0,"[1, 1, 1, 1]"
"@USER If it 's a "" Blue Ribbon Panel "" , then it will be all good . ",1,0.5815847245976329,0.3629008376553519,0.5,"[0, 1, 1, 0]",1,0.6960452347993851,0.2258267748283129,0.75,"[0, 1, 1, 1]"
#great  # A #All #Burst #Christmas #diy #crafts | Please RT : HTTPURL HTTPURL,1,0.6672080457210541,0.2417135334846553,0.5,"[0, 1, 0, 1]",1,0.7443212866783142,0.3243581483834821,0.75,"[0, 1, 1, 1]"
@USER yeah that 's it ,1,0.5533430371433496,0.3201904164614938,0.5,"[0, 1, 0, 1]",1,0.8255533576011658,0.1304161739323976,1.0,"[1, 1, 1, 1]"
@USER The Raiders are . I guess we 'll see how things play out tonight .,0,0.6210214868187904,0.2386927932082978,0.5,"[0, 1, 1, 0]",0,0.5371657190844417,0.3860647133562779,0.5,"[0, 0, 1, 1]"
"Ahhh 7 a.m bedtimes , how I 've missed you  #examproblems",1,0.6448025330901146,0.1878006506043265,0.5,"[0, 1, 0, 1]",1,0.573592159897089,0.3171166442136433,0.5,"[1, 0, 0, 1]"
@USER oh mature girls ,1,0.6138268988579512,0.3564674962917739,0.5,"[0, 0, 1, 1]",1,0.7865529805421829,0.1497920293318152,1.0,"[1, 1, 1, 1]"
Best Christmas Eve news : I have a half sister . :face_with_tears_of_joy: :thumbs_up:  #thanksdad,1,0.6088125556707382,0.2241848688363198,0.5,"[1, 0, 0, 1]",1,0.825508326292038,0.1338259582999986,1.0,"[1, 1, 1, 1]"
Jordan fan here | |  :face_with_tongue: - not a hater . HTTPURL,1,0.5871331505477428,0.3803819522523947,0.5,"[0, 1, 0, 1]",1,0.3777396157383919,0.2142896965265118,0.25,"[0, 0, 1, 0]"
When you 're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling ,1,0.5763925164937973,0.2167898262994305,0.5,"[0, 1, 0, 1]",1,0.8417072296142578,0.1198655727175212,1.0,"[1, 1, 1, 1]"
"This is very likely to end well . More vaccines is exactly what we need - . -  | | "" Health and Human Services ... HTTPURL",1,0.4279996082186699,0.3740467323677045,0.5,"[1, 0, 0, 1]",1,0.6723007783293724,0.3065508467681191,0.75,"[0, 1, 1, 1]"
@USER guess the #bronut works best in combination with these #mentissues . wanna see this # ' sneeze '  HTTPURL,1,0.6035700375214219,0.3768024026914976,0.5,"[0, 1, 0, 1]",1,0.5889290794730186,0.3490829460153528,0.5,"[0, 1, 0, 1]"
"replurks acatholicprayer : Lord Jesus Christ , Son of God , have mercy on me , a sinner ! #Catholic #prayer HTTPURL",0,0.5887080682441592,0.3908276299554805,0.5,"[0, 1, 0, 1]",0,0.8478438407182693,0.1667302601066659,1.0,"[1, 1, 1, 1]"
Listening to the rain in bed #Peacefull :umbrella_with_rain_drops: :sweat_droplets: :droplet: :sweat_droplets:,0,0.668732039630413,0.2771378105821814,0.5,"[0, 1, 0, 1]",0,0.6851267293095589,0.1719843865781405,0.75,"[1, 0, 1, 1]"
@USER miss u lots and lots like jelly tots,0,0.5915892161428928,0.3002754072988429,0.5,"[0, 1, 0, 1]",0,0.7735379189252853,0.1790363588944011,0.75,"[0, 1, 1, 1]"
Being awake since 3AM is always so much fun ,1,0.5831741467118263,0.229625786364936,0.5,"[1, 0, 1, 0]",1,0.933696672320366,0.0525903842658975,1.0,"[1, 1, 1, 1]"
I really need to shoot something soon .,0,0.5505935922265053,0.2555434518219118,0.5,"[0, 1, 1, 0]",0,0.6951792761683464,0.2795268816433169,0.75,"[1, 0, 1, 1]"
Gonna be the shittest Christmas ever without my mum .. Gonna get so drunk :tropical_drink: :tropical_drink: :tropical_drink:,0,0.675658717751503,0.2481171588009904,0.5,"[0, 1, 1, 0]",0,0.6338243931531906,0.3566498411862794,0.5,"[0, 0, 1, 1]"
It 's nice to see continuity in our gender struggles . ,1,0.5996885001659393,0.2624760684086126,0.5,"[0, 1, 0, 1]",1,0.7060395795851946,0.3751440590932345,0.75,"[1, 1, 0, 1]"
"there is only 1 race , HUMAN so i dont look at things by the myth of "" races "" @USER @USER",0,0.555891789495945,0.2327564126486923,0.5,"[0, 1, 0, 1]",0,0.7413684576749802,0.2443191874355912,0.75,"[1, 1, 0, 1]"
"its not that so much as his lies and deceit , @USER @USER @USER @USER @USER",0,0.5017648944631219,0.2916866649815679,0.5,"[0, 1, 0, 1]",0,0.6841853065416217,0.3674510877627077,0.75,"[1, 0, 1, 1]"
that is the face of a tired man hahahahah,0,0.6227090954780579,0.2994872875373692,0.5,"[0, 0, 1, 1]",0,0.5983616504818201,0.3758886304790237,0.5,"[0, 1, 1, 0]"
@USER they are all written out in a gold gel pen waiting ! I hate how are relationship consists of twitter messaging  #fulfilling,0,0.5918318927288055,0.2596553998015859,0.5,"[0, 0, 1, 1]",0,0.6866080239415169,0.2597593464564908,0.75,"[1, 0, 1, 1]"
"@USER @USER The link says "" The requested page could not be found . "" | | Was the  intentional ?",0,0.6948402374982834,0.2814323845639687,0.5,"[0, 0, 1, 1]",0,0.4928417019546032,0.3168419864981351,0.5,"[1, 0, 0, 1]"
@USER well I face peyton today in my one league so I hope he only has 2 TD passes and they 're both to D Thomas for me lol,0,0.6170443296432495,0.2853309758374193,0.5,"[0, 1, 0, 1]",0,0.5165578713640571,0.3333515360249293,0.5,"[1, 0, 0, 1]"
@USER Sorry butt ,0,0.7041915357112885,0.2533776144573905,0.5,"[0, 0, 1, 1]",0,0.6741813197731972,0.247646119070513,0.5,"[0, 0, 1, 1]"
Rolled out of bed for closing ... #ilookreallygood ,1,0.5340160727500916,0.1919620290312679,0.5,"[1, 0, 0, 1]",1,0.8899542689323425,0.0732181231238543,1.0,"[1, 1, 1, 1]"
new shoes . kinda in love with an inanimate object . HTTPURL,0,0.6014671288430691,0.3361780053890368,0.5,"[0, 0, 1, 1]",0,0.616636292077601,0.3261874417690425,0.75,"[1, 1, 0, 1]"
Jack does n't understand twitter . Thoughts ?,0,0.6102537922561169,0.3738674804443789,0.5,"[0, 0, 1, 1]",0,0.6799465641379356,0.2013700903916926,0.75,"[1, 1, 1, 0]"
@USER @USER The number 2 play was awesome . ,1,0.6535294950008392,0.2743755808418578,0.5,"[0, 0, 1, 1]",1,0.7349156141281128,0.2064574391710701,0.75,"[1, 1, 0, 1]"
Yeah nice hair babes  :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL,1,0.5765940137207508,0.3481782623543173,0.5,"[0, 0, 1, 1]",1,0.7576054744422436,0.3355380863922587,0.75,"[0, 1, 1, 1]"
