tweet,label_sarcasm,mean_confidence_sarcasm,variability_sarcasm,mean_correctness_sarcasm,correctnesses_sarcasm,label_mix,mean_confidence_mix,variability_mix,mean_correctness_mix,correctnesses_mix
The key thing to remember here is these boys are someone 's loved one . They did their best . Lets leave the hate . Racism is n't the answer either . #eurofinal #Euro2021,0,0.4840681552886963,0.2717628633552394,0.25,"[0, 0, 0, 1]",0,0.7494732439517975,0.2172978883203526,0.75,"[1, 0, 1, 1]"
Been playing Ghost of Tsushima and I love it ! ! !,0,0.4325967207551002,0.1599488226543907,0.25,"[0, 0, 0, 1]",0,0.6443542987108231,0.3026793854662755,0.75,"[0, 1, 1, 1]"
Broke : doing assignments in order of due date Woke : doing assignments in order of priority Wired : spending 20 minutes on each class at a time and just go down the list,1,0.4571966789662838,0.3031695721409624,0.25,"[0, 0, 0, 1]",1,0.7195959761738777,0.2607800895530228,0.75,"[0, 1, 1, 1]"
I love how Instagram can motivate people . I saw a post by Kim Kardashian and I was motivated to delete my account .,1,0.3763057142496109,0.1441387123947275,0.25,"[0, 0, 1, 0]",1,0.7587217837572098,0.1497545649832866,1.0,"[1, 1, 1, 1]"
getting stopped by tesco security is the highlight of my day,1,0.4968110136687755,0.2384517195217911,0.25,"[0, 0, 0, 1]",1,0.8626606613397598,0.1053083814332426,1.0,"[1, 1, 1, 1]"
I can't wait for Boris to wait until after Christmas to lock us down again so that I can't go to Poland like I 've been waiting for for half a year !,1,0.4643959365785122,0.297856361305459,0.25,"[0, 0, 0, 1]",1,0.7310560047626495,0.1547771916872371,1.0,"[1, 1, 1, 1]"
"Tonight @USER dinner I sat by & chatted w / the former chancellor of Ole Miss , a former Miss MS , & the owner of the Miss America pageant Casual .",1,0.5230517834424973,0.2379212295145078,0.25,"[0, 0, 0, 1]",1,0.5004891511052847,0.3604440247642345,0.5,"[0, 1, 1, 0]"
ITS COMING HOOOOOME,1,0.4884520545601845,0.2908777479576866,0.25,"[0, 0, 0, 1]",1,0.8117545992136002,0.1939508493466879,1.0,"[1, 1, 1, 1]"
"@USER @USER Yes , because we need literally every single fucking celebrity to speak up on a topic that 's been forced down everyone 's throats for the past four months . I use the internet to get away from these fucking real life problems ; not everyone needs to weigh in .",1,0.4691927991807461,0.282047180294546,0.25,"[0, 0, 0, 1]",1,0.7864317521452904,0.2361236861608335,0.75,"[0, 1, 1, 1]"
"if you see me crying in the self-service car wash in my rosati 's uniform , no you did n't :red_heart:",1,0.5329555049538612,0.2472024365458617,0.25,"[0, 0, 0, 1]",1,0.7512660920619965,0.2102374155534345,0.75,"[0, 1, 1, 1]"
I 've seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently . If only there was a website you could use to find out if an AirBnB was available :thinking_face:,1,0.4877253100275993,0.2939788128345043,0.25,"[0, 0, 0, 1]",1,0.8202577158808708,0.2084539641732942,0.75,"[0, 1, 1, 1]"
"head is pounding , spent £ 25 on ubers last night and I have a 3000 word report to write :) yippee x",1,0.5902500152587891,0.2153695803750188,0.25,"[0, 0, 0, 1]",1,0.6811985746026039,0.291341690240728,0.5,"[0, 0, 1, 1]"
"if you listen carefully , you can hear me not carig",1,0.4517668969929218,0.2706538766578254,0.25,"[0, 1, 0, 0]",1,0.7532225698232651,0.2208099176814603,1.0,"[1, 1, 1, 1]"
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order :smiling_face_with_heart-eyes: :smiling_face_with_3_hearts:,1,0.3972484823316335,0.2918941243727633,0.25,"[0, 1, 0, 0]",1,0.6107619181275368,0.2651577741059431,0.5,"[0, 0, 1, 1]"
Breaking news : @USER is going back to @USER . Wow ! Just Wow . What a signing . What a transfer window for United . What a home coming . Love it .,0,0.5179072469472885,0.1385899406019916,0.25,"[0, 1, 0, 0]",0,0.765832681208849,0.3237318819086932,0.75,"[0, 1, 1, 1]"
"@USER @USER @USER @USER You 've a book out ? I had n't realised . Yes , you 've already read this 8763 times this week , but hey .",1,0.4718189965933561,0.2638092963437791,0.25,"[0, 0, 1, 0]",1,0.8634166866540909,0.1680220924282584,1.0,"[1, 1, 1, 1]"
How I flirt with boys Boy : “ Hey I saw you from across the room and had to come over ” Me : “ Wow you 're super observant . Do you have 20/20 vision ? ”,1,0.5482887551188469,0.204257133201879,0.25,"[0, 0, 1, 0]",1,0.5506801605224609,0.2729624298466459,0.5,"[1, 0, 0, 1]"
"sorry for crying about paddington , i really did n't mean to",0,0.4844695031642914,0.0993312931161597,0.25,"[0, 0, 0, 1]",0,0.7182286009192467,0.2588812367525751,0.75,"[0, 1, 1, 1]"
"McDonalds should be rebranded Fast Food & I 'm lovin it ? ! ? You having a laugh . 20 minutes wait , cold food and my burger looks like its been in a fight with Mike Tyson",1,0.5274705141782761,0.2346822525075027,0.25,"[0, 0, 0, 1]",1,0.5311083197593689,0.151975273741918,0.5,"[0, 1, 0, 1]"
Top 3 ranked video games of all time : 1 . Minecraft 2 . Roblox Paintball 3 . Every single Just Dance,1,0.3952063396573066,0.2886791387686706,0.25,"[0, 0, 1, 0]",1,0.5831364281475544,0.2983666035311378,0.5,"[0, 1, 1, 0]"
i went outside today and suddenly my depression is cured,1,0.4987809136509895,0.2702814404533754,0.25,"[0, 0, 0, 1]",1,0.7836165651679039,0.2822344193923339,0.75,"[0, 1, 1, 1]"
"#bbcqt It sure would be nice if Ms May decided to answer a question , rather than dance readily around it .",1,0.4328015074133873,0.0459058589435947,0.25,"[1, 0, 0, 0]",1,0.6948046088218689,0.1810268073993938,1.0,"[1, 1, 1, 1]"
More Life to Me :relieved_face: :partying_face: #23,0,0.5118716657161713,0.2551934572988983,0.25,"[0, 0, 0, 1]",0,0.7574453577399254,0.2277156376115499,0.75,"[0, 1, 1, 1]"
“ it 's hotter in the america right now and it feels fine british people are just being dramatic :face_with_rolling_eyes: ” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE :double_exclamation_mark: :double_exclamation_mark: :double_exclamation_mark:,1,0.5435804948210716,0.2529620021308836,0.25,"[0, 0, 0, 1]",1,0.6649180054664612,0.0889857936798696,1.0,"[1, 1, 1, 1]"
Joey the genius ! I wish i was as brainy as him #towie,1,0.5101487413048744,0.2636880177345655,0.25,"[0, 0, 1, 0]",1,0.5874980874359608,0.2878902195166523,0.75,"[1, 1, 0, 1]"
"Yes you look fantastic for your age , thank the lord for filters hey !",1,0.464534655213356,0.0734633190463964,0.25,"[1, 0, 0, 0]",1,0.6127625089138746,0.3391323751377548,0.75,"[1, 1, 1, 0]"
Not telling anyone how I voted in case it does n't come true #EUref,1,0.4896940514445305,0.2645432202037154,0.25,"[0, 0, 0, 1]",1,0.8240464776754379,0.2318900320614495,0.75,"[0, 1, 1, 1]"
"underwater uber , also known as scuber",0,0.6546372473239899,0.2699176175653842,0.5,"[0, 0, 1, 1]",0,0.7631127387285233,0.1871413880751422,0.75,"[0, 1, 1, 1]"
Pub crawl pub crawl pub crawl pub crawl pub crawl . There are pubs and I am crawling too them,0,0.5439255945384502,0.2761681892477793,0.5,"[0, 0, 1, 1]",0,0.6566241607069969,0.2936982822407241,0.75,"[1, 1, 0, 1]"
Mnet girls planet 999 top 9 choices literally all horrific forgettable girls not charming or enjoyable to watch clearly biased to k group I 'm literally going to take action,0,0.5033967643976212,0.1408207827880999,0.5,"[0, 1, 0, 1]",0,0.4927435033023357,0.2821333140838939,0.5,"[1, 0, 0, 1]"
Trains are so unreliable :face_with_rolling_eyes:,0,0.632233016192913,0.229819690472188,0.5,"[0, 0, 1, 1]",0,0.7920207753777504,0.2351703598692914,0.75,"[0, 1, 1, 1]"
Dear No Label Academy students ... we 're still not done . Each and every one of you will receive a brand new MacBook to continue your musical journey 's . :red_heart: HTTPURL,0,0.5500928238034248,0.1680102479696976,0.5,"[0, 0, 1, 1]",0,0.6904109120368958,0.2525470365108859,0.75,"[1, 0, 1, 1]"
I put on work out clothes then lay on my bed and watch Netflix,0,0.5589946284890175,0.2398714276853203,0.5,"[0, 0, 1, 1]",0,0.697249211370945,0.2209510592372907,0.75,"[1, 0, 1, 1]"
michael bublé just puts me in such a mood :smiling_face_with_heart-eyes:,0,0.545272096991539,0.2155125486366965,0.5,"[0, 1, 0, 1]",0,0.7157840803265572,0.2721363389365293,0.5,"[0, 0, 1, 1]"
"How kind of the Conservative party to cancel their Christmas get together this year , I mean they did n't have enough parties last year , did they ?",1,0.5755982846021652,0.2201929313458049,0.5,"[0, 1, 0, 1]",1,0.7668575495481491,0.1821806498061891,1.0,"[1, 1, 1, 1]"
You can tell ted cruz cares about Texas . He came back from Cancun to be with his fellow Texans,1,0.5918623134493828,0.2030162992230608,0.5,"[1, 0, 0, 1]",1,0.5926108360290527,0.2588383288541989,0.5,"[0, 1, 0, 1]"
happy one year vegetarian to me :red_heart: :seedling:,0,0.6110533326864243,0.2256659342968232,0.5,"[0, 0, 1, 1]",0,0.8827154189348221,0.1321247337009958,1.0,"[1, 1, 1, 1]"
Fascinating article about the Vatican 's finances in these challenging days #catholic #finance #catholicism HTTPURL,0,0.5896654650568962,0.1956101590729791,0.5,"[0, 1, 0, 1]",0,0.6724827438592911,0.2082582662235949,0.75,"[1, 1, 1, 0]"
The villains in super hero films are awfully polite . They always confine their invasions to being above one particular city,1,0.619344636797905,0.1780971664582167,0.5,"[0, 0, 1, 1]",1,0.734243780374527,0.2462256145826104,0.75,"[1, 0, 1, 1]"
@USER Sureeeeeee you do,1,0.6450230553746223,0.1783742323738347,0.5,"[0, 0, 1, 1]",1,0.7637244462966919,0.1975992208789298,1.0,"[1, 1, 1, 1]"
Does the salad offset the beer ( s ) ?,0,0.5817949697375298,0.2042069735129229,0.5,"[0, 1, 0, 1]",0,0.8340550884604454,0.2057445823165793,0.75,"[0, 1, 1, 1]"
Wow it 's almost as if it 's their literal job to have a lot of knowledge about a wide array of subjects .. Funny that HTTPURL,1,0.5738842040300369,0.180759145558414,0.5,"[0, 0, 1, 1]",1,0.7976928502321243,0.1568047113166693,1.0,"[1, 1, 1, 1]"
"why do i get ripped to shreds about shopping in primark , their crop tops are stunning and cheap so why not ? ! I do n't earn money to waste it :upside-down_face:",0,0.6642408296465874,0.2187961481530488,0.5,"[0, 0, 1, 1]",0,0.7246975004673004,0.24995451631252,0.75,"[1, 0, 1, 1]"
"The Spanish National Ballet company rehearsing wearing masks : gasping , falling about clutching their chests unable to breathe after 2 minutes . Makes sense that you 'd refuse to wear a mask in a bus for five minutes to protect others . Totally . Carry on .",1,0.4876628629863262,0.1887844102087119,0.5,"[1, 1, 0, 0]",1,0.5308495238423347,0.3251301123275735,0.5,"[1, 0, 0, 1]"
I was OK until Jac got emotional #HolbyCity :loudly_crying_face:,0,0.6560219749808311,0.2189469333141804,0.5,"[0, 0, 1, 1]",0,0.6262541711330414,0.226818825383961,0.5,"[1, 0, 1, 0]"
Ca n't wait to sit at my desk for 7 and half hours . Back working harder than me ...,1,0.5408236160874367,0.1832746205520636,0.5,"[0, 1, 0, 1]",1,0.6934710200875998,0.3447805102809816,0.75,"[1, 0, 1, 1]"
“ The App Store [ is ] ... an economic miracle ” :face_with_rolling_eyes: but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy . - Lucy McBath speaking some truth today #HouseJudiciary HTTPURL,1,0.5947957411408424,0.2072266055083595,0.5,"[0, 1, 0, 1]",1,0.544242363423109,0.2946121465932456,0.5,"[0, 0, 1, 1]"
No longer a female as I refuse to wear heels ever again,1,0.5031996592879295,0.2597567702689419,0.5,"[1, 0, 0, 1]",1,0.7877123653888702,0.2147405747865628,0.75,"[0, 1, 1, 1]"
"Well done @USER and @USER , great leadership ! HTTPURL",0,0.4136573430150747,0.194156262459053,0.5,"[0, 1, 1, 0]",0,0.8481303751468658,0.1806272667888611,1.0,"[1, 1, 1, 1]"
