tweet,label,mean_confidence,variability,mean_correctness,correctnesses
Because standing by a board about dental hygiene for two hours is how I wanted to spend my birthday .. ,1,0.6714962422847748,0.23232275300706512,0.5,"[0, 0, 1, 1]"
@USER Thank you for staying Tom !,0,0.6331896521151066,0.2923773235448574,0.5,"[0, 0, 1, 1]"
" # A #TERROR #ORGANIZATION ... #Hamas man killed , 3 injured in "" suspicious explosion "" in #Gaza HTTPURL #Israel",0,0.5733785778284073,0.33524383650875117,0.5,"[0, 1, 0, 1]"
"@USER Wow , neat ! & a nice mini tour of Belfast as well . I think you should have asked for one of these for Xmas , Larry !",0,0.6314466036856174,0.2918768388336309,0.5,"[0, 1, 0, 1]"
Chillax Bitches . :squinting_face_with_tongue: why is my face so squished . #fireball HTTPURL,0,0.6288756765425205,0.3433668650672718,0.5,"[0, 0, 1, 1]"
Absolutely great having no lesson from half 10 until half 3 today  #zzzz,1,0.5552178621292114,0.2595051183071144,0.5,"[1, 0, 0, 1]"
Just booked me and my back a massage with @USER @USER hopefully stop it groaning over crimbo :thumbs_up: :Santa_Claus: :wrapped_gift: :Santa_Claus:,0,0.5996595770120621,0.18180252098292993,0.5,"[0, 0, 1, 1]"
@USER I know it was you Fredo . You broke my heart !,0,0.6567781642079353,0.21771906451031778,0.5,"[0, 1, 1, 0]"
How DARE somebody exercise their freedom to protest and freedom of speech . ,1,0.46210066601634026,0.3330567360205695,0.5,"[1, 0, 0, 1]"
Why does Zayn look like a Spanish flamingo dancer,0,0.6111933551728725,0.29054334738657744,0.5,"[0, 1, 0, 1]"
@USER One could hope . ,1,0.5906586647033691,0.26724215724183265,0.5,"[0, 0, 1, 1]"
Yeah nice hair babes  :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL,1,0.6761217638850212,0.2834576201042831,0.5,"[0, 0, 1, 1]"
@USER Why do n't you Tarmac all the speed humps in The Cut in 1 go instead of bit by bit as the brickwork disintegrates ! |  :rocket: Science,0,0.4302654229104519,0.34982546277913895,0.5,"[1, 0, 0, 1]"
@USER please do .. i need the second hand embarrassment so desperatly on my phone ,1,0.6564184948801994,0.3342234454512882,0.5,"[0, 0, 1, 1]"
Yay for my family leaving & going to Seneca & leaving me to fend for myself . ,1,0.6627651229500771,0.30360933449709554,0.5,"[0, 0, 1, 1]"
It 's a Christmas miracle ! | |  HTTPURL,1,0.6948093473911285,0.23103768468882596,0.5,"[0, 0, 1, 1]"
Buffalo sports media is smarter than all of us . Where else can you get the quality insight offered by Harrington and Busgaglia . ,1,0.7080164179205894,0.245980229641873,0.5,"[0, 0, 1, 1]"
Off to a slow start this morning . :weary_face:,0,0.59923274256289,0.3414500593739732,0.5,"[0, 1, 0, 1]"
This gone be some fire ! :fire: Jan 24th #getlifted HTTPURL,0,0.5818910291418433,0.35261597400935024,0.5,"[0, 1, 0, 1]"
Had a nice 3 hour nap . Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @USER I added water chestnuts to my dinner,0,0.6431897878646851,0.3494947131180465,0.5,"[0, 0, 1, 1]"
yeah English stop saying Jane 's word,0,0.6712144687771797,0.2933784968932218,0.5,"[0, 0, 1, 1]"
I really really want apple pie boilo,0,0.5967359570786357,0.3740193825520449,0.5,"[0, 1, 0, 1]"
"Mmmm RT @USER : ! ! ! @USER : Faved . @USER : If Southampton wins , I 'll post a nude .. """,0,0.608697758987546,0.3583440880065086,0.5,"[0, 1, 0, 1]"
@USER do you think you would support a guy who knocked out your daughter ? Rice does n't deserve support .,0,0.6740435436367989,0.26834078048338783,0.5,"[0, 1, 1, 0]"
@USER @USER You do look a die hard fan of his ,1,0.5903301937505603,0.3609607055984481,0.5,"[0, 1, 0, 1]"
"I like how people freak out when they hear I 'm still getting paid while I 'm off for over 2 weeks . Join the military , duh .",0,0.6000163033604622,0.38311906907649645,0.5,"[0, 0, 1, 1]"
"@USER @USER @USER outta the boardroom , I to the partay ! ! #luvvit",0,0.6597618907690048,0.3144846712874016,0.5,"[0, 0, 1, 1]"
When someone tries to play you and you already know their game < < < #stepoff,0,0.5969851948320866,0.34814959328107753,0.5,"[0, 1, 0, 1]"
"I 'm the guy for you Brooke Davis . #OneTreeHill this story is sad , thrilling and confusing . But I love it ! :smiling_face_with_heart-eyes:",0,0.6193674132227898,0.34818114947503037,0.5,"[0, 1, 0, 1]"
Is n't the point to learn how to craft our own reality ? What am I missing here ? Should we not be different ?  #wat ? HTTPURL,0,0.7037175074219704,0.26991736649719555,0.5,"[0, 0, 1, 1]"
@USER @USER @USER Remember when Pres . spoke of how great America is and how strong we the people are if we work together ?,0,0.6060103252530098,0.3719406769097712,0.5,"[0, 1, 0, 1]"
Bday lily painting for @USER :purple_heart: HTTPURL,0,0.5975662544369698,0.2415130945200501,0.5,"[0, 0, 1, 1]"
"@USER : @USER : Me and Cam Newton will be engaged by the end of this year just wait on it lmao "" BYYER FOOLISHA "" < < good night",0,0.604949701577425,0.3684476794322322,0.5,"[0, 1, 0, 1]"
@USER @USER not bad for a kid from Az . Hockey does n't work in the desert . ,0,0.6132212802767754,0.34101994572587774,0.5,"[0, 1, 1, 0]"
@USER @USER I expected some sort of apple quip but that 's why you guys do the jokes and I do the news tbh,0,0.5352421179413795,0.2609853773592441,0.5,"[0, 0, 1, 1]"
@USER ready for Jeb  and first female #POTUS,1,0.4254388501867652,0.3766228497911351,0.5,"[1, 0, 1, 0]"
"It is so much easier for me to write how I 'm feeling than to actually speak it , I get nervous and stumble on my words if it 's on my heart .",0,0.6662631556391716,0.3133753898721651,0.5,"[0, 0, 1, 1]"
to have a highway clean up section of highway . people expressed their freedom of speech @USER @USER @USER,0,0.6418461427092552,0.35654936668510884,0.5,"[0, 0, 1, 1]"
@USER And this is a warmly ment  from me to You ! :-),0,0.6130171688273549,0.37889050449177886,0.5,"[0, 1, 0, 1]"
Original Content is hard to come by . - Anonymous #writingtips  #quoteoftheday,1,0.62814586982131,0.3335629617909421,0.5,"[0, 0, 1, 1]"
I 've definitely caught my sisters flu . Feeling a chesty cough brewing and it 's the best start to the week . TGIM ,1,0.5126878879964352,0.312377701816137,0.5,"[1, 0, 0, 1]"
@USER I was only clarifying for my LEGION of other followers .  ForTheIntellectuals #DrHandsomeDennis,1,0.6419471725821495,0.3144101221365998,0.5,"[0, 1, 1, 0]"
Tomorrow is the day I 'm coming back to Florida for good ... :( unless something changes in the next 24hrs which I doubt  #ready,0,0.6696374490857124,0.3309074926892519,0.5,"[0, 0, 1, 1]"
"@USER haha or are a chainsaw murder , or a corrupt fortune 500 ceo , or a rapist , w . e makes you happy .  #hebetripping",1,0.647087287157774,0.35022453633071293,0.5,"[0, 0, 1, 1]"
Happy Monday all !  #pbloggers #mbloggers,1,0.5783466417342424,0.33392395859398855,0.5,"[0, 1, 1, 0]"
"@USER Hey Alex , thanks for the support . My FB page is : HTTPURL and success to you .",0,0.39998349640518427,0.3920176591836587,0.5,"[1, 1, 0, 0]"
95 % of my clothes are black . #noshame :bomb:,0,0.597422344610095,0.3861769128475006,0.5,"[0, 1, 1, 0]"
@USER @USER ikr ! ! This is not a true Battlefield game ! :/ | . | . | . | . | | ,1,0.5909180380403996,0.3341649063844367,0.5,"[0, 0, 1, 1]"
Off to search for a Christmas gift for my dad bc procrastination :wrapped_gift:,0,0.5155277838930488,0.3801696784100063,0.5,"[0, 1, 0, 1]"
@USER @USER your Irish fans can't wait ... Impossible to get ticket ... Boo hoo !,0,0.5691467095166445,0.3451940646111496,0.5,"[0, 1, 0, 1]"
Rocking the Christmas socks at work . It 's the little things like this that make me happy . #essentialservice :Santa_Claus: :Christmas_tree: HTTPURL,0,0.6210717633366585,0.3079373091161428,0.5,"[0, 1, 0, 1]"
"@USER @USER WHAT $ 2 for an app , OUTRAGIOUS ;) ",1,0.6771254241466522,0.2805616905848244,0.5,"[0, 0, 1, 1]"
Lol at people saying they 're turning 13 this year when did I start following kids #sorry,0,0.6128931380808353,0.33293293536611773,0.5,"[0, 1, 0, 1]"
Seems as if @USER wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd ?,0,0.5513604618608952,0.3251640996506182,0.5,"[1, 1, 0, 0]"
"@USER If it 's a "" Blue Ribbon Panel "" , then it will be all good . ",1,0.5196552760899067,0.33281025266016157,0.5,"[0, 0, 1, 1]"
Fuse blown in the media room ! Too much hallway vacuuming . Chaos about to break loose . #CanCup ,1,0.5761476494371891,0.35538213535263957,0.5,"[0, 1, 0, 1]"
Mid speech @USER Christmas Lacrosse Ball #flattering  @USER Grand Cafe HTTPURL,1,0.5239009745419025,0.4025034523698808,0.5,"[0, 1, 1, 0]"
Obama wants closer relations with a Marxist nation ... I 'm SHOCKED I tell you ! SHOCKED !  #cuba HTTPURL,1,0.5311202444136143,0.35689365575094223,0.5,"[0, 0, 1, 1]"
"Besides some overpriced holiday candles , I have n't seen one #CyberMonday deal worthwhile today . Brutal .",0,0.5325794760137796,0.3522859476571315,0.5,"[0, 0, 1, 1]"
Lots if love for #Miranda ,1,0.6453277543187141,0.3210143240548282,0.5,"[0, 1, 0, 1]"
I am so happy that Thad ( the Lead Multiplayer Designer for Hardline ) followed me XD,0,0.6206979155540466,0.35252869640232193,0.5,"[0, 0, 1, 1]"
"Oh crap , Mac shutdown corrupted iPhoto so hours of rebuild ahead , so might as well eat and drink ! #FestiveFattyBumBum",0,0.5431658085435629,0.4217577702530037,0.5,"[0, 0, 1, 1]"
I love procrastinating but I hate cramming .. - _ - ,0,0.5938938669860363,0.3634259153735913,0.5,"[0, 1, 0, 1]"
@USER Frisky at 2am ? That 's nothing new . ,0,0.6225323863327503,0.3560301626266421,0.5,"[0, 0, 1, 1]"
"@USER @USER In a musical , the music department is quite unimportant .  #umitsaMUSICAL",1,0.6026090011000633,0.3599206750763481,0.5,"[0, 0, 1, 1]"
"@USER How do you propose to determine "" sides "" ? I have both black and white family members . #racewar  #LoveNotWar",1,0.5457786284387112,0.32705995674387867,0.5,"[0, 1, 1, 0]"
@USER @USER I 'm sure you 're all inconsolable ,1,0.49760131631046534,0.33600344460171816,0.5,"[1, 0, 0, 1]"
Well today can go fuck itself .,0,0.6235115453600883,0.32442763720322326,0.5,"[0, 0, 1, 1]"
