tweet,label,mean_confidence,variability,mean_correctness
#HowToGetUnfollowed Post pictures or videos of you smoking . Especially blowing smoke at the camera . #SoCool  #GTFO,1,0.40982047002762556,0.3164862675618346,0.25
It 's freezing out there & very hazy ... Just want to go home .,0,0.41803017631173134,0.3186034028293552,0.25
@USER @USER Putting 123 between Muhammad and Ali ? I find your own twitter ID quite blasphemic and offending ,1,0.5294766426086426,0.2730857869629089,0.25
Huge for @USER RT @USER Congrats to today 's #12DaysOfChristmasSweatersContest winner @USER ! HTTPURL,0,0.537116039544344,0.30079422720939,0.5
Absolutely love being harassed by a group of twatty adolescents on a late night shop ,1,0.49243592470884323,0.21527261519314167,0.5
Interviewed a turkey & here 's what he had to say HTTPURL #Thanksgiving,0,0.6865597888827324,0.2690045873495599,0.5
"@USER Marvellous ! Sounds nothing like any jingle bells song i 've ever heard ! I can see you in mismatched socks , tights & cricket gear :-)",0,0.6094649434089661,0.3616229088266563,0.5
I feel a nap in my near future . #NapTime,0,0.5961908400058746,0.2839785283441616,0.5
Mary is not having that shit whatsoever . #done #shesdone :person_tipping_hand: HTTPURL,0,0.5379364192485809,0.21552110311048803,0.5
It 's almost 1am and @USER and I are arguing on why the guy is cute or not . Really . This is our lives . Come on were adults . ,1,0.6905554980039597,0.2828408115677591,0.5
"@USER Nah , it 's better we all act like the North Korean govt and police people 's private thoughts . ",1,0.5992849767208099,0.3402184684626234,0.5
WOW Doutzen looks amazing after having a baby,0,0.6435266360640526,0.2627812032280687,0.5
hahahaha ... ' Best Asian Style ' went to the group of pretty boys ALL wearing blacks suits with a tie / bow . HOW STYLISH .  #2014MAMA,1,0.6415964476764202,0.34125751823416217,0.5
Picked an excellent day to get my hair done :unamused_face: ,1,0.6410699039697647,0.2552996637625284,0.5
"@USER wow , Rickman really looks a lot different with blond hair .",0,0.6046072915196419,0.3098027454688629,0.5
. @USER Yup . That 's exactly how we do it ,1,0.6783304885029793,0.19775881477663823,0.5
BBC News - ' Skywalker ' passport cancelled because it was ' frivolous ' #trademarks  HTTPURL,1,0.6272149905562401,0.2187756462448214,0.5
tough day in sun #kitsch #funny @USER Costa Teguise Lanzarote HTTPURL,0,0.6709753721952438,0.24948068696776696,0.5
Thank you Aidyn and Adele for getting me sick . ,1,0.6023083347827196,0.3307630115922027,0.5
Love coming to school knowing I have tests all day ,1,0.5931143760681152,0.3105191558332367,0.5
"Watching my grandparents and my parents pay all these bills , really excites me for the future . - ___ - ",1,0.6937503293156624,0.26701981126506985,0.5
"Awh I love her replies , they get me feeling all types of ways !  #noreplies #StoryOfMyLife HTTPURL",1,0.5950073227286339,0.26370212487646466,0.5
Because standing by a board about dental hygiene for two hours is how I wanted to spend my birthday .. ,1,0.5765049755573273,0.2490740968094438,0.5
@USER I be surprised at how many ppl have me blocked :weary_face: :weary_face: :weary_face:  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows,1,0.5395682631060481,0.3560948536364943,0.5
@USER which would ALSO push rates up :) is n't this a fun game ? ,1,0.5832778830081224,0.39104415470412723,0.5
Well this is great ..  | Illinois Passes Bill That Makes It Illegal To Record The Police HTTPURL,1,0.5743989758193493,0.28191561207311067,0.5
@USER What do you know about #iubb ? Tom Crean is a coaching genius  !,1,0.5847669541835785,0.3182797973841704,0.5
Thank you Harding science department for only giving us 55 minutes for our final . ,1,0.6039379350841045,0.2855782611518887,0.5
JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE ! | SHOCKED ? | UMMMM SO  | THEY HIRE MORONS ! | PUT THE ARMY IN THERE !,1,0.6270930096507072,0.30131796373640246,0.5
Everyones full of ruddy xmas cheer here ,1,0.6693747714161873,0.2535604201666012,0.5
