tweet,label,mean_confidence,variability,mean_correctness
Every day Spotify insists I listen to ‘ coconut ' by Harry Nilsson but I do n't ever have the heart to skip it so the cycle continues and the algorithm becomes further entrenched,0,0.5884616374969482,0.2040002574982541,0.25
Omg my dog just scrolled through my emails with his nose and I 've never seen anything CUTERRRRR :weary_face: :smiling_face_with_heart-eyes:,0,0.5162726417183876,0.2822215912784383,0.25
Do the people on love island not feel so awkward meeting their partners parents in a bloody bikini ? !,0,0.5425441563129425,0.2526889276918683,0.25
"Ok but seriously . Why did Hasting 's go back to Carmichael and tell her ? Setting her up for the next season ? Or am I just clutching at straws ? ! Considering he was appealing too ? Surely there 's another one , it did n't tie the ends up it asked more questions ! Thurwell was n't dead ? !",0,0.5735188722610474,0.22427088397481804,0.25
I entered @USER HUGE BACK TO SCHOOL GIVEAWAY to win a macbook pro & tons of other prizes ! CHECK IT OUT HERE ! HTTPURL #grav3yardgirl,0,0.4963318333029747,0.2792541519811537,0.25
YouTube just gave me a gamer targeted covid vaccine ad and anyway get vaccinated gamers .,0,0.5488211810588837,0.2546902136373806,0.25
"When someone puts on too much perfume I would say nice perfume , how long did you let it marinate ? ? ? Tt",1,0.39570049941539764,0.14164196643268537,0.25
"every Tom Holland movie i 've seen is a masterpiece , i do n't think it 's coincidence . anyways watch Cherry on apple TV and The Devil All The Time on Netflix",0,0.5871816053986549,0.23392869075801567,0.25
i 'm gonna be real i voted weeks ago and i 'm lowkey sad i do n't get a sticker :disappointed_face:,0,0.5576802045106888,0.18059776699967592,0.25
I can't believe omicron is an anagram of no crimbo ! The government designed this covid variant just in time for christmas !,1,0.5223595909774303,0.2767565885592935,0.25
Love how Kingston just ripped the buckle pad off #AEWAllOut,0,0.4335458539426327,0.14604756495812077,0.25
@USER My neice ( 4 or 5 at the time ) * loved * playing Mario Kart 8 with her dad using the acceleration and steering assists . Before that she was mostly a spectator while he played kid-friendly games like Ape Escape .,0,0.4302184134721756,0.2627643917917328,0.25
Keanu reeves is killing his role in ozark season 3,1,0.5149796307086945,0.31132585607058516,0.25
Ahhh I get to listen to a cement mixer all day . Awesome .,1,0.5637563616037369,0.24855437822740495,0.25
Great time for sim and I to have our weekly life update ... :first_quarter_moon_face: :last_quarter_moon_face: :koala: ( closest thing to an owl ) :zzz: :zzz: :zzz: :sleeping_face:,1,0.5534422919154167,0.16387565759791095,0.25
