tweet,label,mean_confidence,variability,mean_correctness
employer : so what are your strengths me : i 'm smart i 'm funny i 'm nice i 'm cool i 'm creative i 'm hardworking i 'm made of wood i 'm honest i 'm fast i 'm awesome i 'm hot i 'm chronically ill i 'm little i 'm in demand i'm,1,0.4925399851053953,0.30858525989375496,0.25
IBIZA HAS JUST BEEN BOOKED AGAIN wohooooooooo :party_popper: :clapping_hands: :party_popper: :clapping_hands:,0,0.4268030524253845,0.3438951798770772,0.25
When your @USER delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still do n't get taken seriously :upside-down_face: :upside-down_face: :upside-down_face:,1,0.4370133951306343,0.33977092309786333,0.25
Up all night took 4 hour nap I 'm ready for work ,1,0.38305934704840183,0.33073751142507934,0.25
"@USER thanks for sharing Mike , your opinion means a lot to us .  #orisit ?",1,0.22912642918527126,0.18305671525054004,0.25
we happy ! ! !,1,0.5273015275597572,0.26447743224154696,0.25
@USER @USER @USER @USER @USER Finally someone is speaking up for the billionaires .,1,0.4351122500374913,0.34345190218041627,0.25
@USER Saturday at 11:00 ? Damn ... there goes my secret news paraphernalia ...  telling,0,0.44195583276450634,0.33254431495550413,0.25
#Work #Trains #TheGrind #London #Business #MyHappyFace  HTTPURL,1,0.44679491221904755,0.3232897020628941,0.25
somebody tell these birds to be quiet because they not listening to me,1,0.4089191071689129,0.3351011388047755,0.25
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match . Is she in GOSSIP GIRL ?,1,0.42857736349105835,0.31136697413398845,0.25
gaslight gatekeep girl boss,1,0.4481867365539074,0.29946999657838674,0.25
