index,label,tweet
122,1.0,So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage #Sarcasm
123,0.0,And I used to hate coming to uni to do work lol
124,1.0,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came. #sarcasm"
125,1.0,Aaaaaaaaand we're back in the ER. Hooray for no sleep! #not
126,1.0,@RazlanSings It's not work if you enjoy it #eh #not
127,1.0,@51allout Kohli showing all the guts of Scooby Doo. #CaptainCourageous #Not
128,0.0,@xiaomi has passed @uber as the world's most valuable #startup! #growth #nyc http://t.co/3b7F9RoSAW
129,1.0,@cafartic heh as if @Telstra and average work in the same sentence! #sarcasm
130,1.0,I was really happy to hear that all of the NBC hockey talking heads pointed out Ovechkin's strong Corsi & +4 status this season. #sarcasm
131,0.0,@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.
132,1.0,Being ignored is still in my top ten things I love. #sarcasmtweet #sarcasm
133,1.0,I love the meaningful messages of automake. #irony
134,1.0,well today is gonna be a great day 👌 #not
135,1.0,Love waking up early in the morning #NOT #HockeyTournament #RefLife #Zebras
136,1.0,Finals week plus hearing that my grandma is in the ICU = amazing #sarcasm #letmegohome
137,0.0,"#Forever #Young, Forever #Not #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus"
138,1.0,last day of classes #trill except finals whoop #not
139,0.0,@sammiecurtis_ oh man. You will have to get everyone singing ready for when I'm in 😂
140,0.0,I love putting up the Christmas tree with the fam☺️🎄 #christmastree
141,0.0,@Taylorfisherrr WHO LOOK SO MUCH ALIKE OMG lashwkaywiduwb #not
142,0.0,#notcies #eu How Santa Juncker can bring the gift of a healthier EU http://t.co/gcxGK1GBhf
143,1.0,"@LouisFarrakhan How do you propose to determine ""sides""? I have both black and white family members. #racewar #irony #LoveNotWar"
144,0.0,#irony #adanisJet lol @kapsology: Irony committed suicide jumping from Adani's jet! #LoveJihad & #Gharwapsi orphaned! http://t.co/SmP0QQfHdD
145,0.0,If we could stop losing planes that would be great.
146,1.0,7 am. Pilates Now I get to go home and get ready for work! AMAZING! #Sarcasm
147,1.0,"My coach is so supportive. ""tighten your belt, pick up the weight and just do it."" #sarcasm #ithinkhehatesmesomedays #itsmostlylove"
148,0.0,That was a very rememberable new years kiss 😂💋❤️ #lovemyrelationship
149,1.0,@joshtiffers this is my new fave thing on facebook #irony #sexpest http://t.co/OpIVUx5Qxh
150,1.0,Having to be up in four hours sounds great #NOT
151,1.0,"Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful. #sarcasm #fluday4"
152,1.0,Stuck behind someone who can't do the speed limit #lateforwork #fuck #happymonday #not
153,1.0,Spending the majority of my day in and out of the doctor has been awesome. #sarcasm
154,0.0,@kennisibueno You truly are my son.
155,1.0,Highly inflamed stomach is just what I like #not
156,0.0,"Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍"
157,0.0,@MulcahyBrandan @NourMays @thisisianhogan @Traviscrawf42 @Zinnsanity14 @tannerdixon55 @Victoria_Wahl not now guys finals #not💯
158,1.0,Haha who the fuck says that to someone#TrueGentlemen #NOT
159,1.0,@24rspriggs There's so much less controversy now that the BCS has been replaced. #sarcasm
160,1.0,@dawnlawsonaz Here's a list. Lots of great choices to help #Coyotes win a cup next year. #Sarcasm http://t.co/iERZ24GyWS
161,0.0,@SrBachchan Can U use Smartphone?||http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7
162,0.0,@ManuclearBomb what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?
163,1.0,"Just realized I haven't watched this weeks episode of Degrassi.  I ""eventually"" get around to it.  #sarcasm"
164,0.0,I still love the newsroom regardless of what everyone else thinks
165,0.0,"Going to sleep, hope #sydneysiege is sorted out in the morning"
166,1.0,Nothing like waiting at an airport. #youcanthearit #sarcasm
167,0.0,#Heisenberg Uncertainty Principle: Whatever you study you also change. #JurassicParkTheLostWorld #JurassicWorld #BreakingBad #Irony
168,1.0,"Committed to you, your privacy and an open Web|Please turn on JavaScript to display this page correctly. ||Firefox homepage #irony"
169,0.0,hope #not better#hope#tokyo by nic_kill http://t.co/siH8czvVGw http://t.co/6RDIxdNATI
170,0.0,"@TraceyJRobbins @jrf_uk The link says ""The requested page could not be found.""||Was the #irony intentional?"
171,1.0,I just love being ignored😊|#not😒
172,1.0,@VTUK @shaunesden @LivingQWales @RightSurveyors |Ha ha! Christmas cat looks well impressed #not
173,1.0,Youve got to just love the efficiency @usps two-day service! #not #7DayService #prioritymail #hahahaha http://t.co/oQsqUAo5a9
174,1.0,@Deggisfox that's totally obscure... #sarcasm
175,0.0,"My whole life is just ""oh ok""."
176,0.0,I #may or may #not be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe
177,0.0,Good to see Tomas Rosicky playing tdae #ARSvQPR
178,0.0,Drinking an Imperial IPA (2014-) by @GreenFlashBeer - http://t.co/IlJkEldUk4 #photo
179,1.0,Glad I'm up at 1am #not
180,0.0,"#RedSox RT @pgammo: Meanwhile, in Caguas, Rusney Castillo goes 4-5 with mammoth HR. man, Alex Cora loves this guy"
181,1.0,"#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic...#not. #GosfordPark."
182,0.0,@PatNeshek huge congrats on signing! Couldn't be happier for you & the fam. ||How's the view from Everest? |#OriginalPatNeshekFanClubMember
183,1.0,How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley
184,0.0,Lol RT @EnfieldSpurs: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back
185,1.0,@WendyWilliams that's some bullshit that's a complete rip off for those items. And I bet some of u idiots really that's a good sale. #NOT
186,0.0,"#sarcasm I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD"
187,1.0,Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! #NOT
188,1.0,because learning for the finals is fucking amazing. #not
189,0.0,#sarcasm doesn't convey what I want though. #twitterproblemsforme
190,1.0,@Hulksmash1985 My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!! #not
191,0.0,@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.
192,1.0,Best Christmas Eve news: I have a half sister. 😂👍 #sarcasm #thanksdad
193,0.0,Feels like we been playing against the refs most games. That was a clean Wall block that the refs took away. Ugh.
194,1.0,Can always #countonmother to impart #wordsofkindness. Especially on a special day! #not!!
195,1.0,I just LOVEEEE finals soooo much . And not getting any sleep is the best part about them 😲🔫 #sarcasm
196,1.0,Next day makeup just looks so hawt 💋 #NOT
197,1.0,"The fun part about 4 am drives in the winter, is no one has cleaned the snow yet #not"
198,1.0,"love, love, love how the left side of my face is swollen. #not 😡😭"
199,1.0,@lauraaball_ Prepare to get mucked #not #imissedu
200,0.0,@RedEyeFNC Saturday at 11:00?  Damn...there goes my secret news paraphernalia....  #not telling
201,1.0,@HarryS64 @Dale_Harris14 @rioferdy5 Well done. You have more Twitter followers than me. You have succeeded in life #sarcasm
202,0.0,#Israel #freezes #funds to #Palestinians #over #ICC #approach. http://t.co/kYY2bOdfs3 via @reuters
203,0.0,Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk
204,0.0,"#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu, #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU"
205,1.0,It's adorable how this keeps on happening #not
206,1.0,"Nice friendly drivers @Translink_NI ""never get on a bus with a £20 note mate"" what a way to make you feel welcome! #sarcasm"
207,1.0,Double dance with the boys is what makes a Monday worthwhile #sarcasm
208,1.0,@karentraviss a ghostwriter? Shocked... #sarcasm
209,0.0,@scoopdoggydogg @rhilox @johnbelton1 @chooch_64 @LoyalistRadio @Big_Woodys_Shop @Davgt5 @ImFatherJack @rangersforever7 All the best 2015
210,1.0,"Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. #sarcasm"
211,0.0,@CraziestSex: Stay faithful or stay single
212,1.0,Dead supportive family I've got. #not
213,0.0,"If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed"
214,0.0,How do I make more money now in my business? Loral Langemeire's best seller The Millionaire Maker. Get your copy http://t.co/xzP6UjI8va
215,0.0,Why am I wide awake right now..😶
216,0.0,@salgovernale I know it was you Fredo. You broke my heart!
217,0.0,@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD
218,0.0,@Arlo2121 @BillBruno @AtomicDeke @ftwpodcast @followthatband @joeftwpodcast
219,1.0,🎉It's Monday! 🎉 #sarcasm
220,0.0,Abraham was actually from modern day Iraq (Ur of the Chaldea) @TimOwensby @ILOVEBLACKMEN01
221,0.0,@telur_o_telur after I went to Europe
222,0.0,"@VeIvetRose @PG1888 #Not of course, Not!"
223,0.0,I really need to get my nails and eyebrows done tomorrow 😁 been slacking on that #not #cool 💅🙅💁
224,1.0,you're so sweet #NOT
225,1.0,tramp shit #youoweme #follow #NOT http://t.co/i0TxDIPTwA
226,0.0,"dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year #not #moving #ever #again"
227,1.0,That's nice. #not
228,1.0,The ever so caring @rupertmurdoch gets to see the siege ending first. Great journalism. #sarcasm
229,0.0,"oh yeah, that was funny as hell too, @HondoLane @brownbearmike1 @billvanglahn @Dolphin__Man @SpringThunder @TimOwensby @RBRNetwork1"
230,1.0,I'm going to Finnish all my homework and get caught up on everything over the break #not http://t.co/d1OyKPzWwU
231,0.0,you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin
232,0.0,Who's eating everything on the table for Noche buena? 🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋
233,0.0,Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.
234,0.0,On #HumanRightsDay #Manchester takes first steps towards independence https://t.co/NI6wsFMbc6 .@The45Storm .@AntiFrackingSCO #NotOnwWell
235,0.0,Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ
236,0.0,Thinking I should lock my phone away for the night: #ifyoudonthaveanythingnicetosaydontsayanythingatall
237,0.0,"@MyzzCryz I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt"
238,0.0,@CameronJohnso23 so pissed at 2K rn..
239,0.0,"#Irony is not lost. @RehamKhan1 @ShireenMazari1  @ArifAlvi http://t.co/NVseI8XEN4"""
240,0.0,@m1897 haha I also had 2... cheers bro !!!
241,0.0,Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj http://t.co/nQmIihtlll
242,0.0,Bacon. That's all. That's the tweet.
243,1.0,"Well done @Conservatives, you're doing a great job #sarcasm ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL"""
244,0.0,THE WORLD'S BIGGEST ONLINE JOB Click and Get Started Now! http://t.co/f6PJOZUIJr
245,1.0,"Sad I don't have a Christmas jumper, thanks @Missguided for your super fast delivery 👍 #NOT"
246,1.0,Fun night with these girls. It may look like we are eating dessert but its just for show #NOT... http://t.co/cOG9RANpdr
247,1.0,"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact #sarcasm"
248,0.0,#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie... http://t.co/tneK7j3Jc9
249,1.0,@deWaardSara You can afford stocks? Teachers make SO MUCH money it's crazy! #sarcasm
250,1.0,"Less than 5 hours sleep, fantastic #not 😁"
251,1.0,@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days! #not
252,0.0,Claybo Dawson and I are @jsteigleman 's #squadgoals 😎
253,1.0,"Don't know about y'all but, I'm super excited to get out there clean off my car, shovel and deal with fools on the road. Oh yeah. #sarcasm"
254,1.0,"@benrhodes I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather 😳😏 #Sarcasm #Funny"
255,0.0,@kimoen_peter #Not ___ I love that Song <3
256,0.0,"Yep, it's exactly what you're thinking... someone called an Ambulance for the former Audi R8...||#Audi #R8 #Carporn #not http://t.co/yrO2cO9cKB"
257,1.0,"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb"
258,1.0,@nasa ooh I can probably watch a replay or the #orion launch at some point? Oh wonderful. That's sooo exciting #sarcasm #nothanks
259,0.0,@z_o_m_b_ii_e see http://t.co/OXybfwwWb6||#1000ADAY |#FOLLOWME |#FOLLOWNGAIN |#TEAMTOFOLLOW|#TEAMFOLLOWBACK ||RETWEET & GAIN FOLLOWERS.
260,1.0,What a great start to my morning #sarcasm #smh
261,1.0,"@SamEdwards12 @FIH_Hockey Really?! This is absolutely below the belt, especially towards Tom Boon ... #DeepRespect ... #Not"
262,1.0,Today should be fun #sarcasm
263,0.0,Just a friendly reminder! #motto #advice #you #are #not #defined #by #your #past http://t.co/Wmpp8Iy3gW
264,0.0,Gotta baps that hoe thou
265,1.0,"Sony got hacked again? Oh man, big surprise... #sarcasm: http://t.co/N1hTeTkIgx"
266,0.0,@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?
267,0.0,@guntrust http://t.co/8ICPDcAoNQ #CHRISTMAS #GIFT GET STARTED AT MAKING MONEY IN SOCIAL MEDIA @ https://t.co/cpJZkEgNe7
268,1.0,You know it's going to be a great day when you're Garmin resets itself and you spill some cinnamon down yourself #not #slowclap
269,0.0,Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories... http://t.co/elqmUTDtwS
270,0.0,"Got nothing against Muslims, but fuck these Islamic Cunts are disgusting :/ #sydneysiege"
271,0.0,@quiksilverindia A cool look and a cool mind is all you need to party all night. |#QuiksilverGoesSupersonic http://t.co/e1YA69hkNC
272,0.0,"@BenVolin @ArashMarkazi Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?"
273,0.0,One more all nighter and the semester is done
274,0.0,ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm#not to visit out side india during session
275,1.0,Been at the ER now since 10... #yay #not
276,1.0,"@washingtonpost WOW, so now things are going to change? Never heard that before from the opposition. Please vote, it works so well #sarcasm"
277,1.0,Oversleeping is the bestttt. #not
278,1.0,MVP goes to Concordia Wifi. #Not
279,1.0,Christmas music on the stair master #SundayFunday #not
280,1.0,"decided to do a really fun thing, left myself 15 hours to sit an exam and write 3 x min. 1000 word essays #not"
281,0.0,@laurenfleskes hahaha such a 1% town
282,0.0,My dogs like to be nice and toasty while relaxing at home #adorable #puppy #socute #icant http://t.co/jCW9WYwC30
283,1.0,Casual stroll with lauralobaugh  #not Rochester  #FunInTheSun @ Key West Islands - Florida (U.S.A.) http://t.co/G24gAzZib1
284,0.0,With no forwards. #confused #not sure
285,1.0,Woke up crying because of the nightmare I had... gonna be a great day #not
286,1.0,@teemysbosworth yay!!!! It works #sarcasm #HateWhenThingsDontWorkRight
287,1.0,wow what great banter from @WillHart2014 #sarcasm
288,1.0,Love waking up to grumpy people #not
289,0.0,Time for my babies and I to take this medicine so we can get better😷
290,0.0,Welsh devolution? How's this for starters... http://t.co/47moRb9jPr
291,0.0,@NordstromYYC Thanks. I'll have to check out another store in Calgary.
292,0.0,@hayl1169 was just about to say that 😂
293,1.0,So glad all that voting was put to good use! #not
294,1.0,8ams are just so lovely. #sarcasm
295,1.0,Done to much again #not http://t.co/BYd8Np3eQV
296,1.0,That's always the solution..... #not. Doesn't fix anything!
297,1.0,@CollegeGameDay fan-freakin-tastic! Can't wait #sarcasm
298,0.0,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types."
299,1.0,Thank goodness the holiday help at work is no more! I just love it when they think they know more than you #sarcasm #annoyed #relieved #gone
300,0.0,I fucked them really badly 😂😂😂|#AdvancedWarfare http://t.co/FKJaZVk943
301,1.0,"@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? #Sarcasm"
302,0.0,@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back 😭 😭|I would pay for it!!
303,0.0,@afneil @daily_politics @TheSunNewspaper Missed off the #irony hashtag?
