tweet,label,index
"Omicron:  Cases are going up, run for the hills.",1.0,162
what a good time to start voting again #sarcasm #BestNewArtist Fifth Harmony,0.0,761
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1.0,114
"@SUP3RFRUIT I think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky #sarcasm",0.0,2748
I absolutely LOVE moving house #NOT,0.0,863
@pruemacsween I'm truly at peace #NOT,0.0,1377
wow. i left on time today and the airport connector is all the way backed up. love that,1.0,51
@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic #not,0.0,2261
I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,1.0,160
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1.0,102
nothing quite says hello 2020 like hypothermia 🥳,1.0,78
I really hate the new TikTok voice over voice - she sound annoying af,1.0,99
Wow I feel great #sarcasm,0.0,1223
I know for a fact Sam is not gonna be in school today and that really is just the cherry on top of a perfect monday. #sarcasm,0.0,2739
"No joke, air-fried Twisted Teas are THE BEST.",1.0,66
Wow Bdubs can bench press 150 kilometers,1.0,43
Big day in the Mumford house #sports day,1.0,55
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1.0,138
"love island is ending, law school is starting again…summer is really over",1.0,113
💫jsc bonding nights💫🥰🥳,1.0,86
Efy is great,1.0,36
Who's ready for monsoon storms allllll weekend?!?!,1.0,80
Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome #not,0.0,2978
So much #sarcasm at work mate 10/10 #boring 100% #dead mate full on #shit absolutely #sleeping mate can't handle the #sarcasm,0.0,667
I should of just made a canvas of coffee stains and be done with it. #art #not,0.0,1156
Like u go to Williamsville east ur parents hand u money but ur so much better than everyone else hahaha #not,0.0,2457
Well @grantolding I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it! #NOT http://t.co/GkcYRuLCpM #,0.0,1530
because learning for the finals is fucking amazing. #not,0.0,118
First day of school and spectrum internet has already shit itself. Amazing,1.0,77
So they lost....such a shame...I was really rooting for them #NOT... #LFC,0.0,2504
Couldn't agree more! RT @Champ_Payne: Nothing makes me feel more special than receiving an automated DM. #not,0.0,2645
Everone is supporting Fawad alam :D|No fawad no cricket :D :v|#Supportfawad #sarcasm|#Usman http://t.co/yRHonio84x,0.0,669
@bustedcoverage @ChaseDarby6 world's greatest fans....#sarcasm,0.0,2025
@dukeblueplanet @CoachKaman The number 2 play was awesome. #sarcasm,0.0,405
I am so glad that I woke up early for this office visit to have to the mother not show up! #not,0.0,308
The only thing I got from college is a caffeine addiction,1.0,0
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1.0,48
@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X #irony,0.0,3074
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1.0,83
I have such a wonderful gf! #sarcasm,0.0,769
Gawd! I love 9am lectures and 4-6pm lectures. #NOT,0.0,1866
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1.0,14
Can't wait for the #facup 3rd draw #not,0.0,2410
"Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit #sarcasm",0.0,1954
Weathers wonderful today! 🌂🌂🌂,1.0,156
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1.0,124
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1.0,149
"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags #sarcasm #PMS",0.0,995
"I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not",0.0,2366
"ah yes, of the course the summer rain pours when im on foot.",1.0,65
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1.0,76
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1.0,74
My work email isn’t working so I can just log off for the day right? 🙄,1.0,26
"Of course I'm not nervous, I'm hyperventilating for fun. #not",0.0,586
Lol well done swans #NOT,0.0,1023
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1.0,84
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1.0,129
gaslight gatekeep girl boss,1.0,7
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1.0,59
It's so much fun to drive a front wheel drive car in the snow #not,0.0,2296
"It's so exciting to see snapchats of everybody's Christmas dinner, wow. #sarcasm",0.0,1245
"My poo is green, how festive.",1.0,125
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1.0,34
I hope we get an ice palace and an invisible car #SPECTRE #sarcasm,0.0,434
Us Looking Sexy #Not #MehRockingMyBluMonsoonT-shirt,0.0,950
I live for the great British weather!,1.0,172
"@DailyMirror Great job on reporting on a mentally unstable man and calling him ""drug crazed"" #Sarcasm",0.0,2429
"First final of the day done, only three more to go. #greatscheduling #sarcasm #incaseyoucanttell",0.0,1426
love studying for anatomy 💓 #not,0.0,1594
Well. That went well. #BelgianGP,1.0,81
I love how today is going #sarcasm,0.0,1790
Having morning sickness when you're not actually pregnant is all the fun,1.0,91
Twitter is dead. #ThanksFinals #NOT,0.0,2599
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1.0,122
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1.0,63
Hot dog eating contest as a form of assisted suicide,1.0,60
"@DianeKingShow looking great today Diane, it's not fair you're not on more. #not enough Diane",0.0,2070
High stakes legos,1.0,148
love waking up in a panic 🥴🥴,1.0,82
The whole world can never get me on my level #Irony,0.0,2220
"Don't you just love Monday mornings, they are even better when its freezing cold and you have an uncooperative child too!",1.0,161
Yay for Fire Alarms at 3AM #not,0.0,2267
"I really loved the drive into work today in the dark, wet, heavy rain",1.0,170
"Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight. #Not #suckitmothernature",0.0,1204
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1.0,97
2a TL shows Lester's 6/$155m deal's a hit Boston #sarcasm- Wish all announcements were made when parties involved least coherent #Notsarcasm,0.0,1396
Lights went off at my school so now we trying to learn with one emergency light on in the classroom how great! #Not,0.0,675
25 Historical Images That Normalize #Breastfeeding http://t.co/6DiheIcMx0 via @buzzfeeders. We're so more tolerant now...#sarcasm,0.0,1938
"Headed to Huntsville, TX this afternoon. Try to contain your jealousy.|#Sarcasm",0.0,1026
@ColossusBets reminds of me of myself when i was younger||#not,0.0,1432
"studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse #NOT",0.0,1378
Really happy that the weather has stayed like this for the whole weekend,1.0,167
"Nice friendly drivers @Translink_NI ""never get on a bus with a £20 note mate"" what a way to make you feel welcome! #sarcasm",0.0,136
Love working hard trying to fix other people's fuck ups #sarcasm,0.0,1612
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1.0,139
I just love freezing rain. #not,0.0,2519
Most people have security cameras for protection. Ours acts as a DVR,1.0,85
Isabelle sends me the nicest texts #not 😣😖💔,0.0,1529
@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :) #sarcasm,0.0,1480
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1.0,61
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1.0,70
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1.0,12
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1.0,120
"@robcarrphoto Autoincorrect strikes again. ""...than it's worth."" #irony",0.0,1459
I just love not being able to sleep.. #not #sotired,0.0,1988
"Good job @pmharper...""@globebusiness: Same-sex marriage harms free speech, new Ontario judge wrote in 2012 http://t.co/Y2vaFlYfbm"" #sarcasm",0.0,1289
@majornelson Sounds like a strong contender for GOTY,1.0,151
6 more hours and then a whoppingly massive 2days off work! wowzers!,1.0,133
@YankeesWFAN @Ken_Rosenthal trading a SP for a defense-only SS? Brilliant trade. #sarcasm,0.0,1522
Everybody loves Christmas! It such a great time to be jolly!,1.0,157
"managing to fall flat on my face up the library stairs, has just made it to the top of  my list of proudest student moments #not",0.0,35
MVP goes to Concordia Wifi. #Not,0.0,208
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1.0,117
In sunny spain at the moment!!! Hows it all in england?,1.0,50
Another gorgeous day in sunny Accrington!,1.0,164
I have three test and a two dance performances tomorrow!!📚📖💃💃👯  #EasyDay #Sarcasm,0.0,270
"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals! #NOT #finalsweek",0.0,2603
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1.0,123
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1.0,136
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,1.0,100
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1.0,3
Stuck in the traffic at 7.55am. Yuppy -.- #sarcasm #happytuesday,0.0,851
"I'm actually kinda surprised that people still say ""NOT!"" after an 'ironic' statement.  #NOT",0.0,1281
Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun. #not,0.0,2077
I love it when people ignore me. #sarcasm,0.0,448
Youre such a great person. #not,0.0,835
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1.0,21
Jordan fan here||#sarcasm 😛 -not a hater. http://t.co/daNzVEUucm,0.0,615
I'm shocked that Mark May doesn't think the Buckeyes should be in the playoff!!! #Sarcasm,0.0,775
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",1.0,68
@letote good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion #sarcasm ;),0.0,2568
Good luck to @ThackleyAFC  against @HandsworthPFC this afternoon after a month of inactivity.  #not ring rusty.,0.0,2833
See Brexit is going well,1.0,5
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1.0,141
"Well, weekend is over!|Now it's #TwitterTime again :D|Have a nice monday!|#irony",0.0,2989
The high tomorrow is 45! Anyone wanna go to the pool?,1.0,150
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1.0,33
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1.0,13
@patrickmchall @WakondaClub I bet those fairways and greens rival the work of @WakondaGrounds #sarcasm,0.0,2909
I just love a chaotic school run!!!...#not,0.0,696
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1.0,152
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1.0,88
"Wow thanks for the good vibes right before my exam, parents. #sarcasm",0.0,852
if trees would simply stop producing flammable leaves climate change would not be an issue,1.0,44
"This weather is really making me want to put shorts on, flock to the beach and get the deck chair out.... Yeah right!!!",1.0,163
2 minutes into the book and I already hate the main character. Lovely,1.0,96
"@Spencer_Downey @FFPMMarc ooh, that looks like so much fun! #sarcasm",0.0,2740
Hey what's the weather like today? Am I going to need an umbrella?,1.0,47
alright I’m ready for some march madness🏀🔥,1.0,35
it’s so rude that i’m not at the beach right now,1.0,142
Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining #irony,0.0,2525
So fucking excited to be the 5th wheel for another New Year's Eve!!!! Can't blame anybody but myself for being super picky re: men #sarcasm,0.0,617
help! i'm being haunted by dead people! (my dissertations),1.0,17
a level tudor history can do one,1.0,29
"Gotta study and I'm like, who cares?! #NOT #perksofbeingasenior 👎",0.0,2918
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1.0,121
I'm glad the DC Council has it's priorities intact... #sarcasm #DC,0.0,1146
Next day makeup just looks so hawt 💋 #NOT,0.0,126
Getting sick just in time for finals is so great #sarcasm,0.0,364
2 a.m. trips to Walmart for mess are always fun. #sarcasm,0.0,2338
I am just loving life in Covid times. Long may it last!,1.0,173
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1.0,49
@Tara_KnowlesMD // LOL...Apparently I leave a big impression. #sarcasm,0.0,2804
Original Content is hard to come by. -Anonymous #writingtips #irony #quoteoftheday,0.0,2157
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1.0,132
My eldest is having a wild Friday night out. She's going to bingo. 😂,1.0,6
hey quick question is it fall or spring???,1.0,45
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1.0,154
"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called ""Stefan"", great! #irony",0.0,1614
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1.0,147
Just disposed of a dead opossum. Good morning!,1.0,75
@DJNoreenKhan @iHaroonRashid the only scary Bollywood film I've watched is Bhootnaath #sarcasm,0.0,1620
Why are the side effects of antidepressants so ✨scary✨,1.0,109
What a good way to start the New Year..|#Sarcasm,0.0,2480
I'm just living off salads and yogurt and loving it tbh,1.0,94
@sickill buuuut fast iteration and prototyping to production-ready code! #sarcasm,0.0,563
"@banalincolnlogs red among us guy, hes hot dont come for me",1.0,135
"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right? #sarcasm",0.0,2203
Girls who put their area code in their instagram about me...so clever! #sarcasm #stupidsauce #mymomcoulddobetter,0.0,382
Nit pick at every little thing guys. Keep doing that. That'll show the team you're behind them. #sarcasm,0.0,1489
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1.0,134
Good morning September... Hello tonsillitis :(,1.0,89
The shadowy Investigatory Powers Tribunal says tapping of major Internet cables OK. That's alright then. #Not https://t.co/frmXlojrLE,0.0,1495
At least I woke up feeling a lot better today.. #not,0.0,1932
When you're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling #not,0.0,649
"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker #sarcasm",0.0,2620
Birds are not real and you cannot tell me otherwise.,1.0,168
Lol... That's real cute 😒 #not,0.0,700
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1.0,4
@awfulannouncing I don't believe you!!!!  #sarcasm,0.0,2199
@TNADixie @IMPACTWRESTLING @DestAmerica Fuck yeah! 600 more viewers! #Sarcasm,0.0,1231
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1.0,54
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1.0,126
