tweet,label,index
Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! deanbcfc: WasAlRahman this is a question I ask myself everyday #Not...,0.0,114
"@banalincolnlogs red among us guy, hes hot dont come for me",1.0,135
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1.0,3
Where is the #TortureReport from Showtime's Homeland? #sarcasm,0.0,65
help! i'm being haunted by dead people! (my dissertations),1.0,17
I really hate the new TikTok voice over voice - she sound annoying af,1.0,99
well I clearly wrote that last tweet #not,0.0,172
"@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it? #Sarcasm  #LudicrousStory",0.0,74
wow. i left on time today and the airport connector is all the way backed up. love that,1.0,51
"People complain about my backround pic and all I feel is like ""hey don't blame me, Albert E might have spoken those words"" #sarcasm #life",0.0,202
"~I'm not closed-minded, I'm just dogmatic~ #sarcasm #contradictions",0.0,249
High stakes legos,1.0,148
Is spunk a slur?,1.0,111
@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut #sarcasm,0.0,9
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1.0,93
@LukeLPearson hmm... let me think about that #sarcasm,0.0,205
Why am I sick? *looks at other tweets* oh yeah sex... #irony #lame,0.0,7
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1.0,14
"BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP #irony #MufflerMan http://t.co/eMUWoK00Tl",0.0,103
@raeraeduke #sarcasm your application is already filled up waiting for you to turn 21,0.0,40
Trying to eat crackers on the quiet floor likeee.. Maybe if I chew slower no one will notice..#not,0.0,259
I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,1.0,160
Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info. #sarcasm,0.0,156
"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?"" #irony @KingJames #ICantBreathe http://t.co/qwpv9OqGgd",0.0,192
"Omicron:  Cases are going up, run for the hills.",1.0,162
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,1.0,95
See Brexit is going well,1.0,5
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1.0,49
Take my time because I want it all right? #Irony http://t.co/NxkFIWFs8I,0.0,77
@ParasiteCoD maybe you should grind the gym man #not #calling #you #fat,0.0,254
@amandakaschube Like I need to be reminded of BP Cup competition dates! #sarcasm,0.0,22
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1.0,132
"I checked twitter and snapchat but I can't tell what day it is, someone please help  😜|#sarcasm",0.0,189
Just disposed of a dead opossum. Good morning!,1.0,75
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1.0,128
Such #irony.   You still have to #praisehim ;),0.0,4
"My poo is green, how festive.",1.0,125
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1.0,13
Why are the side effects of antidepressants so ✨scary✨,1.0,109
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1.0,83
Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain #sarcasm,0.0,73
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1.0,2
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1.0,33
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1.0,123
"@Salon dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive",0.0,229
@ardhow @Jmroberts343Jmr @Squarehighways |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,0.0,222
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1.0,58
@TheVampsband who doesn't?? #sarcasm,0.0,107
@KaylaBattaglia thanks I thought it was tomorrow #not #iknow #notthepoint,0.0,255
I just love the weather in Edinburgh have to dress for every season peeing with rain this morning now beautiful blue skys!! Just love getting soaked 😤,1.0,169
Yet another angry #Bluehand moron blocks me after just one tweet :-p https://t.co/sdK34lzWrd #Irony,0.0,165
@rikkiblack69 @SirTomhunter @MarieMacklin @RoyalAwesome asked back to be models next month #not,0.0,180
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1.0,52
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,1.0,22
@ttwentyman He's just trying to drive Suh's price up. #sarcasm,0.0,161
"@JoeUnseen @NBAtheist |""Colored?"" |Don't they prefer ""negro"" now?|#sarcasm",0.0,102
when the toilet seat is warmed up for you&gt;&gt;&gt;,1.0,46
#TortureReport trending; I wasn't aware J.K. Rowling released her new book. #sarcasm,0.0,17
"@mmsevents: #OneloveFestival Sat 20 Dec. Table bookings: R800 includes 1 bottle, 12 mixers... Uh-oh I smell so much #IRONY it's lovely!",0.0,29
@Wields Ill see you in the Finals #Not,0.0,171
Good luck today DJ Durkin. It is NOT great to be a Florida gator. |#not |#fuckUF,0.0,105
@KimBhasin @HuffingtonPost So is he banded from wearing the clothes? #irony #Karma,0.0,42
@GlobalGrind Niagra Falls tho... Really? #irony #LOL,0.0,211
a level tudor history can do one,1.0,29
Been looking forward to today all weekend.  Mondays are the best.  I feel fresh and ready to start the week.  SAID NO ONE EVER!! ,1.0,159
@EddieHearn @EddieHearn Khan is doing to Brook what Mayweather is doing to Khan. Making poor excuses to avoid the big fight #Irony,0.0,179
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1.0,97
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1.0,92
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1.0,37
@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward. #sarcasm,0.0,152
I woke this morning to another Monday of fine bright warm sunshine here in Norfolk. Just what you need to put you in the right frame of mind for the week.,1.0,171
Good morning September... Hello tonsillitis :(,1.0,89
"@firstpostin At the same length, we should not forget about the fundamental communal sanghi Hindu fanatic RSS in our backyard. #Sarcasm",0.0,25
"K should give us a famous bf, some fan need an entertainment apparently #irony",0.0,55
The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then? #sarcasm #uber #DelhiRape,0.0,70
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1.0,76
Petition to call erections social dickstanding,1.0,145
#Irony dead? Why is this stupidest of memes still perpetuated?,0.0,18
2 minutes into the book and I already hate the main character. Lovely,1.0,96
"@maxsnape1 who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat #not",0.0,21
@ramzaruglia @gamergater7685 Ah the 2014 #GamerGate Ebola campaign. How many people did we kill? #sarcasm,0.0,241
@vikramchandra @ndtv #IndiawithPakistan but it can never be other way round #irony,0.0,121
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1.0,63
hey quick question is it fall or spring???,1.0,45
Funny your the broken one now Im the only one who needed saving.|#irony,0.0,83
I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras #irony,0.0,149
Can’t wait for those $2000 checks to go out immediately,1.0,108
"Turned out nice again, I see [insert photo of flooded house]",1.0,166
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1.0,38
Hot dog eating contest as a form of assisted suicide,1.0,60
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1.0,118
Did you know iOS 8 features custom keyboards? #sarcasm http://t.co/JhuwHjleiu,0.0,247
@IkeMagnifico Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time. #Irony,0.0,143
@JustinTrudeau Won't our national hockey expert at 24 Sussex Drive join you?? #Sarcasm,0.0,24
Weathers wonderful today! 🌂🌂🌂,1.0,156
My work email isn’t working so I can just log off for the day right? 🙄,1.0,26
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1.0,1
"juugin everything, niggas got warrants to pay #irony",0.0,191
was not aware that Crocs were appropriate business casual attire.,1.0,62
"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1.0,11
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1.0,147
I got tampons! #not http://t.co/lnWQtxriUZ,0.0,23
"Isn't this blaming the victim? #sarcasm RT @chronicle Every year, 600K college students are injured while drunk. http://t.co/guuGP49ZZD",0.0,227
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1.0,112
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1.0,143
"#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated #sarcasm #navy",0.0,76
absolutely love waking up to the fire alarm at 7 am 😍,1.0,23
"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1.0,42
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1.0,98
gaslight gatekeep girl boss,1.0,7
@JimHumbert @GotNewsDotCom Really?! Unbelievable! U mean he was a Thug & Criminal?  #sarcasm,0.0,19
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,0.0,209
"love island is ending, law school is starting again…summer is really over",1.0,113
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1.0,56
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1.0,120
"Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas",1.0,8
Will put corporate racism and sexism back where it belongs: Face-to-face #sarcasm @RachelFeintzeig: Execs think twice http://t.co/6V5d24NgS5,0.0,94
good evening sharks. hooters but for feet.,1.0,106
@yWTorres9 time to hit the books then #irony,0.0,0
Jeez I wish the government paid for my food. #not #EBTbitches,0.0,235
clashupdate #not http://t.co/1bFOsIwnI5,0.0,232
Well. If it's not one thing it's another. But hey why not a like new exhaust. #pissed #sarcasm #GRRRR,0.0,174
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1.0,39
What to do with that old #motherboard you have laying around. #NOT http://t.co/RjtcaMq9Gz #guitarpicks,0.0,224
@myrakhan you won't get a source other than ISPR :| #Irony,0.0,112
"If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be. #irony",0.0,173
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1.0,126
#bitch #bitchy #badass #lol #laughing #jokes #sarcastic #sarcasm #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk,0.0,67
I wonder what Professor Iaukea has to say about the new Disney Princess...? 😒 #not,0.0,164
it’s so rude that i’m not at the beach right now,1.0,142
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1.0,134
@GMA make sure you don't say Christmas!! The decorate for the holiday. #sarcasm #itisachristmastree,0.0,260
just dropped my new single||it's me||i'm single #sarcasm,0.0,31
First day of school and spectrum internet has already shit itself. Amazing,1.0,77
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1.0,129
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1.0,61
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1.0,4
why is the weather having a mid life crisis,1.0,72
@OpineJ There's no personal responsibility anymore. You can't expect anyone to think. #sarcasm,0.0,93
I always can't wait to see how #sarcasm works. #IfYouKnowWhatIMean,0.0,151
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1.0,103
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1.0,122
".@ChrisBrett2 @/RBRNetwork1 @GaryBlackal @DiveConLFP I think it's your white skin. Or ""racist DNA"". He's a geneticist too, did ya know? #not",0.0,217
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,0.0,204
Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! have a wank over this hashtag: Fazzanelli: JeffRoylat have a wank over this hashtag #Not...,0.0,262
The BOLD BAKERY by Sarah-Brockett #bakery #sarcasm http://t.co/zl5zxAD62Z,0.0,89
I am just loving life in Covid times. Long may it last!,1.0,173
tiktok's full name is tictactoetok,1.0,87
"If I carried on the way half the men do on here, I'd be getting called a crank (amongst other things) and be asked if I had #PMT... #Irony💅",0.0,198
nothing quite says hello 2020 like hypothermia 🥳,1.0,78
Wow Bdubs can bench press 150 kilometers,1.0,43
"The whole #Misogyny thing is hanging in there with Women from the right #Not. A cat fight now ?, imagine pulling that on the left #pmlive",0.0,14
Wheres the rodgers in brigade #sarcasm,0.0,33
Life is about eating chicken finger and getting drunk,1.0,79
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1.0,137
"It was almost 70 degrees today but no, global warming doesn't exist 😒",1.0,144
"@GIBiz @MonsieurHutt Porn!? Where where?? Move that naked woman, I can't see where the porn is!|#sarcasm #games",0.0,98
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1.0,27
The only thing I got from college is a caffeine addiction,1.0,0
@CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,0.0,203
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1.0,84
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1.0,20
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1.0,70
@kwelch31 Really? #Sarcasm,0.0,157
