index,tweet,label
228,me at restaurants: Is there wi-fi?|me at beach: Is there wi-fi?|me at family parties: Is there wi-fi?|me in hell: Is there wi-fi? #wifi,0
1043,@Heathmusic So...I should click on the link in your private message to see the nasty rumor going around about me? #sarcasm #boohackers,1
894,one essay submitted now to start the next one :') #thirdyearlife #loveit #not,1
3397,I am downloading #AdvancedWarfare now!! Can't play it until 22nd of December tho :/ #Exams,0
831,I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha #not,1
1847,@TylerJShock How do you score on someone?,0
2722,#CDC: #Not #Enough #Patients #Getting #Flu #Shots #This #Year: (HealthDay News) – Fewer than half of Americans have... http://t.co/dJAYXiFFQA,0
3331,final labs coursework submitted!! now to treat myself by catching up with the whole semester's lectures #winning #not,1
1465,Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty,0
1605,Thechicago firehouse restaurant goes up in flames. #irony #chicago #fire #cfd #workingpress #cbs #wbbm... http://t.co/H7VwVUry8P,1
996,Double dance with the boys is what makes a Monday worthwhile #sarcasm,1
1905,@SocialxClub HOW DARE YOU HAVE FUN AS CHRISTIANS! WE ARE SUPPOSED TO BE BORING AND HAVE ZERO FUN! HORRIBLE CHRISTIANS! LOL #MISFIT #SARCASM,1
1406,On my TL I see a Somerholic that unfollowed me tweeting retweet if you're a Somerholic to see how many are there.also i'm not allowed #Irony,1
1741,@nessatuia woww thanks for that helps alot #not hahaha saddd 😂,1
906,We all have them people on Instagram who put the most pointless hashtags #Can #you #not,0
977,I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal #not,1
2199,Too bad her cube doesn't have a door. - @NickEppley ||#bestcoworkersever #sarcasm @AndyHawbaker,1
1939,Cheers to another good day... #NOT,1
2382,@EZonelectronics @Vh1Supersonic |Yo boy! You guys are know to keep the party mood going. |#EzoneGoaDiaries. http://t.co/ovsi1cyLFr,0
2213,#pick #up #linez #not to use|Boy:When u smile its like the sun|Girl:Awe|Boy:because ur teeth are so yellow|;),0
732,@NYPDnews y'all are doing a great job at keeping people safe #sarcasm,1
2173,#Not #Bra #Fitting #Guide #How #diy #crafts|Please RT: http://t.co/aw58siFjFF http://t.co/ZwX1w60mIU,0
2009,I don't think you get how embarrassing and trashy all of that really is... #not s'cute,0
1168,@espn @ESPNCFB @SEC @CollegeGameDay with their SEC bias right now: http://t.co/Fdthuhjgsx,0
1174,@NinaWmakeup #not a#chance#till#January! #this is so good #you always make me#smile,0
647,Our physics exam was quite fun... #NOT #Prelim,1
3091,Really missing my momma today.. More than usual. I don't think today will be a good day,0
2705,Finals are over! Stress free. |Cant wait!!!✈️❤️🎄,0
1509,My year is ending perfectly😂 #Not,1
3228,So ill. It actually hurts to breathe. Still that nice long walk to the station did me the world of good #not,1
2437,Remember Black Friday was a bust....#sarcasm,1
161,@MagicalBlondess Psssst. You spelt 'thing'  wrong ||#irony,0
3382,Most of us didn't focus in the #ADHD lecture. |.|#irony,1
3047,When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,1
1241,"""@AJtedded: Aaaaaand to read """"Big Sleep"""" because can't get any sleep... #Irony http://t.co/BzEhrjZEKS""",1
2099,@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp #not,1
3513,considering crowd surfing the next time the hallways are too packed,1
1227,A year ago|my cat was hit by|a car.... this is him|today. is a great quote,0
978,Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew,0
3393,I have this weird urge to buy a hamster,0
972,"""@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not """"the ground"""". ;)""",0
1698,I love being on hold. Especially when the music is so great. #sarcasm,1
3227,Psychic Advice weekdays at 9am (PDT) on Psychic View Radio..call in 347-850-1494 to ask YOUR question http://t.co/JCowWkMNQH #BlogTalkRadio,0
171,Last day in Naples with my Emma girl! 🌴☀#soeasytotakeapicwithatoddler #not #19wksandcounting... http://t.co/Xb43RmsXAj,1
2651,Turning in my paper then coming back home and studying #perfectday #not,1
926,@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings,0
2728,Don't give up what you want most for what you want now. #inspiration #motivationalquotes #startup,0
553,#Not going http://t.co/LBB7vzV6yx,0
1871,@SrBachchan Can U use Smartphone?||http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7,0
1020,My luck just keeps getting better and better #NOT,1
3523,STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1
2202,@Pret hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps,0
2845,There's a million trillion things I'd rather rather do profound lyrics big Sean. PROFOUND. #sarcasm #worstsongever,1
929,@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic #not,1
2788,Gotta love #EMC's latest feature on the VNX side. #sarcasm http://t.co/tLA4ajIbAR,1
981,#your biggest task is to get me to look #how shall one do that? #not looking #none of them #cleverclogs #shld #know #my #nakhre too,0
2098,Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE ❤️ Click the link... http://t.co/flWpJ1pohN,0
2300,Final projects ugh |Keeping me from being productive.|#sarcasm #butnotreally,1
1610,Happy stfx day! Lost my #Xring in '12. It was found 2 mo's later glistening on the 18th green of Lost Creek Golf Club. #xringmiracle #irony,1
694,#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters,0
454,When you show your valid 16-25 railcard and shes charges you full price anyway. Great service from Tamworth #not @LondonMidland,1
3394,I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not,1
113,so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise #not,1
3556,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1
1486,Not felt this I'll since I was in kos! Eugh a great end to a great week...... #sarcasm #beenshite #killme,1
883,Free chocolates and free delivery with all flower orders from Bunches. http://t.co/sOL3KHqg0k,0
653,@restlessduncan @SR_Duncan I accept him the way he is...,0
3259,Hyper at 1AM when I really should be getting rest #ohwhale 🐋🐳,0
1691,My bed time stories are awesome #sarcasm #theyllgiveyounightmares #ohwell #youaskedforit,1
2337,group message with bbc to start off my morning thanks Hannah :-) #not,1
516,Sitting in this hall is fun!!😒 #not,1
2694,@oimagenta Just abt 2 say d same #irony :) I'm not sure whether Oxford Brookes Uni is part of Oxford Uni. yet his CV is impressive still!,1
2936,Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar,0
2216,#YesCracker @Optus - come on - is it 1999? Server too busy..... #FAIL #SPAM http://t.co/v5O2Vuyh7t,0
1585,@mediumvillain @deray blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...,0
1135,Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots #sarcasm,1
2144,Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||#Sarcasm,1
2860,Why can't heroes be happy in DC Comics? I mean even their great flagship romance (#sarcasm ) is a Fauxmance and will bring about destruction,1
3551,"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1
682,@DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything,0
2135,"""By @imjayded_ """"🔥🔥🔥@dipmag Gears up to release its next issue🔜 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL""",0
264,"""4. """"Yes"""" was the reply. These are public dollars being used. What's with this lack of transparency around Union Pearson Express? #TOpoli""",0
495,"""My teacher just gave me an """"I feel sorry for you look"""" I must look really adorable... #not""",1
3508,"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1
1185,@GasBuddyGuy @GasBuddy so glad I bought a diesel car 2 years ago #not,1
3063,i literally love when someone throw me in at the deep end #irony #tough #life,1
144,OH and now the District line has major signal failures and delays FANTASTIC!!! #sarcasm,1
2914,Chill #Repost #Dead #Not #Dominos #Haha 😂💀 http://t.co/SnUkkgCDB9,0
358,@Mhabs15 I'll bring it to work. The hoops one is a hit http://t.co/d8oY6uctMf,0
791,36 hours no food no drink going strong #not #givemeabrew 🙏😭☕,1
1863,@FoxNews Hey #Russia ! MAKE MONEY #TWEETING YET?||http://t.co/Q2WB7riAvK <-This #FOXNews Clip explains how||https://t.co/cpJZkEgNe7,0
1518,I just love working Sunday's. #not http://t.co/97bcc557Pi,1
953,And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome #NOT😤,1
340,I'm pretty sure I have a snowman problem.,0
3479,I really want to see Into The Woods!,0
2161,#not EBOLA|BUT GREED AKA BADMIND KILLS EASILY AND QUICKQUICK http://t.co/qs6Ij3pBmS,0
1687,I know for a fact Sam is not gonna be in school today and that really is just the cherry on top of a perfect monday. #sarcasm,1
2948,The girls on #SororitySisters thought they'd get rich and famous but instead they be like... http://t.co/yGnRtq0tVy,0
838,@JJJetPlane94 nah dude my buddy puked all over steak and shake,0
991,@carlyaquilino: #not weird http://t.co/ApFZyGEtVr @gampnasty,0
2870,Duale seeking 'protection to be heard' when the proposed security bill will trample the basic rights of his pple and their freedom #Irony,1
1374,@maryeags everyone just wants to be you your just sooooo cool #sarcasm,1
741,@michael_adair @CelticLiam88 For Queen and country yet they go down and destroy an English city and attack English police lol #IRONY,1
2911,Fries With That 304 #AlabamaStateMajors,0
55,@AmbControl999 @HouseofCommons @Ed_Miliband @nick_clegg @David_Cameron  nice to see the ambulance service is so important to OUR mps #not,1
3422,Love these guys! RT @jamieyuccas: Tried to get the whole family in! #selfiestick @derushaj http://t.co/HUNHD89TTB,0
109,Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved? #Not Tested|Jimi... http://t.co/MCNlrZffAO,0
3449,I think about Disney World just about every day. #missit #myhappyplace,0
1604,I love when I write a tweet wrong. 😊 #sarcasm,1
1972,One more reason not to shop at #Walmart. They make you feel you're not in America! #sarcasm #shopping #Islam #tcot ~ http://t.co/tvOu9XoN4z,1
2941,Pretty excited about how you gave up on me. File Under: #sarcasm,1
1297,Woke up crying because of the nightmare I had... gonna be a great day #not,1
3256,@RosieMorse I hate you lol,0
3150,The #Gophers aren't nervous. #SammyCommentary #Gophers,0
2081,@Ms_ForgetMeNot oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,0
738,@RoryWhite12 @Nick_Stafford I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed?,0
1160,My future? I still enjoy it (playing football) too much and I play with passion -Totti......oh no the team is doomed..... #asroma #sarcasm,1
1356,@BillPowers9  but if we all hold hands and sing Kumbaya they won't hate us! #sarcasm,1
126,#working.blues#not.enough.vacation.days http://t.co/zSTyQiRUt5,0
327,Today I'll lecture on CRM investments & shareholder value ... So excited .... #Not 😏 I'm sleepy 😴,1
2513,@andrewannun damnit dude I'll see you when I get back though,0
600,"""Day 9 """"something your reading"""" #decemberchallenge #lovehistory#lovenonfiction..✅ @ Our Cosy House http://t.co/zPXG1tou3o""",0
132,@SincerelyTumblr: One day I want to travel with my bestfriend 🌏✈️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh ❤️,0
1462,The ER sucked tonight ... Urgent Care tomorrow .... YAY #not #fml #ugh,1
1537,I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.  #sarcasm,1
1860,Write cover page of thesis. Laptop commits suicide #irony #thankgodforbackups http://t.co/Bdj0HlBC9G,1
555,Alright who was dreaming about me last night because I could not for the life of me fall asleep http://t.co/AqyWHaBsjA,0
1107,Chenua Achebe - when things fall apart,0
1693,@HarryS64 @Dale_Harris14 @rioferdy5 Well done. You have more Twitter followers than me. You have succeeded in life #sarcasm,1
74,i just loveee bein short and having my sweatpants go all the way under my feet its so fun...#not 💩,1
2388,Watch amazing race contestant talk juicy! https://t.co/mvDL7iOi8S,0
1727,Why must I pay more for car insurance when I don't have to? Don't get ripped off - trust GoSkippy http://t.co/eCmZ806Q44,0
3420,Beach hangs with my bffz http://t.co/o8WR5zO2lg,0
2820,Well said @Nigel_Farage! I for one am fed up of all these women breastfeeding ostentatiously! #sarcasm,1
698,Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA,0
2428,This is what we called OTAK LETAK KAT LUTUT.|#melayu |#sarcasm http://t.co/wPCuJxXhtk,0
2933,Most important thing I've learned in school http://t.co/TvfJMGBlBh,0
944,Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that. #sarcasm #sorrynotsorry #soz,1
3287,#notcies #eu Commissioner Creu reassures Committee of the Regions: Junckers investment plan will complement coh... http://t.co/GHhKvB2hbN,0
3092,Everyone wants the truth but nobody wants to be honest... #irony,1
2239,@xiaomi has passed @uber as the world's most valuable #startup! #growth #nyc http://t.co/3b7F9RoSAW,0
1608,Thank you @EmmeRylan for live tweeting my morning #sarcasm,1
689,Happy Monday! #Not Hate mondays.,1
2004,Corey Brewer looks like he is ready to not be in Minnesota anymore... You can see it all over his body language. #TradeBait,0
2737,Two people got me socks. Clutch af. #sarcasm,1
1150,Welcome to twitter @orafa2 myself n @SlimDandyMUFC r at ur service as ur twitter coaches #sarcasm,1
3374,Love it when my mans on a cleaning spree.. Saves me doing it 👌😘😘😘,0
2423,Time to look at my Golden Girls all nite😁#love this show,0
2859,Students too busy protesting a grand jury decision to study deserve to fail.  Actions have consequences.  #irony,1
2251,Thank you @wizards_magic.  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players. #sarcasm,0
2076,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop #irony,1
223,"""Is """"I have to go...my gelding is struggling with dystocia"""" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit #sarcasm""",1
769,@jordyn_eaton wants me to get hit by a bus so she can get a 4.0 #bestroomieaward #not,1
3646,@majornelson Sounds like a strong contender for GOTY,1
2587,people never change and that's that,0
930,@Deggisfox that's totally obscure... #sarcasm,1
1165,Produce all kinds of Creative Designs #hypebeast| http://t.co/FFr9n5OwyW http://t.co/BuXfJWZ4WC,0
66,My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM,0
1073,The last Twolves game I was jacked for was right after the lockout in 2011 vs. OKC (Rubio's 1st game)... I wonder if I when I will again?,0
3558,"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1
1539,Towing company commuter car being towed. #irony http://t.co/O3NbsLQahp,1
188,save your work folks. i'm offically cntrl-alt-deleting this week.,0
1779,I keep telling my friends I'm busy they need to stop blowing me up but they just can't stop #sarcasm http://t.co/BH5IW1OEJM,1
446,!! @DatWaveMagazine #2n1Edition @Marvelousuk @MAZIMONTANA @skinny49 http://t.co/oRT6ZYfGhx,0
3267,#BBC #News -- #USA -- #Jeb #Bush to #explore #White #House #bid. http://t.co/WVJHuUKStc,0
676,@falklands_utd @StanCollymore I'm sure you're all inconsolable #not,1
1272,@UKLabour ||How dare @David_Cameron not pass legislation to force people to catch buses on those routes. Should be a life in jail.||#sarcasm,1
31,Omg @FloptimusCrime didn't tell @giantfootyguy he was in town 😱 #trueFriend #not,1
441,.@Moz @randfish Woot woot! Whiteboard Friday's are my favorite Friday activity!,0
3060,http://t.co/biWk2vGWPX #PhatSexyAss #Picnic Picnic Porked Tiffany,0
2464,@Bmatcham94 What's with the ridiculous hashtagging? #massive #twat,0
2950,Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,1
2449,@jasonmatheson @jamieyuccas see you in Burnsville at 5pm!,0
2360,And I used to hate coming to uni to do work lol,0
2189,@CamInman @BeeJayCee02 we all know how well we did under Erickson. #not,1
101,@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.,0
2778,@HEELTeacher is NXT gone from Sky?,0
3078,Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not,1
1284,Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah. #irony #tragedy,1
193,Hungry and hungover #not #a  #good #day,0
1337,"""#Irony is not lost. @RehamKhan1 @ShireenMazari1  @ArifAlvi http://t.co/NVseI8XEN4""""""",0
235,@nelsonicolee funny #Not,1
68,2014 can't end fast enough! Stupid dead battery.,0
505,Quizfreak http://t.co/Xh84TdHpoc #proud #Brummie over here xxx,0
1845,Better than yourself should be the score. Not better than other ones .,0
521,#Law&OrderSVU where rappers go to act,0
1734,I think Apple should make their iCloud service and options a little more confusing. Its really getting good now. #sarcasm,1
3258,Sweet jeebus! MT @NWSOPC CryoSat & Jason-2 confirm very high to phenomenal seas generated by North Atlantic low http://t.co/Y4JmUbLJpa,0
2016,I find this farrrrr too funny 😂😂 #wow #can #u #not http://t.co/4Ah4SUyDlW,0
15,I guess my cat also lost 3 pounds when she went to the vet after I've been feeding her a few times a day.||#Eating|#food|#Not |#WorkingOut,0
1630,"""@LibyaLiberty @LinesnCircles you can't reason with someone with a bio as moronic as his. """"So should everyone else"""" #SoDemocratic #Irony""",1
802,Had an insomnia cookie and now I can't sleep #irony,1
2068,Not everyone will understand you. That's life.|#goodnight|#gatecrasher http://t.co/Xjqr57TEXS,0
2662,@DJDARO1 it's no fair that u get to have a lie on & I'm up early for College and it's bloody freezing🚍❄⛄😋 #not #fair #lucky #duck,0
2207,@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues #sarcasm,1
3032,@anthonyboutall - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,0
2446,#BBC #News -- #China -- #Shanghai #crush: #Xi #Jinping #orders #new #year #investigation. http://t.co/wD1X4FC4Y1,0
3553,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1
1401,@bonka10 @PopsMcDaddy come on Graham / Thomas!,0
688,@sophiaqualquer what for ? waste of time...:),0
3621,"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
2724,TNT replaying the Cavs-Knicks game...maybe the knicks will win this time #sarcasm,1
2816,I may need to reread the books but did we ever find out what Draco's Boggart was? @jk_rowling #HarryPotter #dracomalfoy,0
1004,@dudleymbc happy new year to you too!! Thanks for the reply #sarcasm,1
819,#Patriots #report #card: #Grades #not #half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays http://t.co/lzdBh8iHC4,0
3026,I JUST WANT TO BE DONE WITH FINALS #4hoursleft,0
448,Today is just not my day 😔,0
1209,"""*rushes to take the """"Which Christmas cookie am I?"""" personality test* #not""",1
898,With no forwards. #confused #not sure,0
3426,Do you want to be right? |Or do you want to be happy?,0
3335,@holyroodmandy @jimmurphymp @scottishlabour problem solved no more reading out at FMQ what someone at WM wrote #irony,0
2659,Atheists celebrating Christmas.||#Irony,1
3607,"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1
1269,it was #sarcasm RT @bobthegreatooo @mikewickett how is that a spoiler alert?  Haven't so called 'experts' predicted him as being the winner?,0
376,Shakespeare is great #not 🙅🔫,1
1250,#Irony - the true definition - #Iran hosting a conference against extremist! http://t.co/BT5UJR1Cpa,1
1493,Gutted Doyle has gone back to #wwfc. I don't think we saw what he's capable of. #cpfc #sarcasm,1
2143,@AstroDWJust I was only clarifying for my LEGION of other followers. #sarcasm #NotForTheIntellectuals #DrHandsomeDennis,1
2079,If I had to chose between living in Winnipeg or never seeing the Leafs win the cup. No cup it is. #TMLtalk #Leafs,0
1713,Downplaying social media but using a hashtag? #givepresence #irony,1
3528,Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1
2206,@crazyshikoh yes 👍 the taste .. The slight aroma of the tea 😍,0
908,Ya and listening to them talk about how hot girls are is a favorite past time. -_- #sarcasm,1
993,Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed! #sarcasm #beforeCoffee http://t.co/Cm1UldR6d5,1
2678,I was really happy to hear that all of the NBC hockey talking heads pointed out Ovechkin's strong Corsi & +4 status this season. #sarcasm,1
3207,Gotta love a Romanian playing an improvised version of jingle bells in a minor key. Really sets the festive mood. #not,1
3534,Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1
194,Oi na how am I functioning right now #sleepdeprived,0
2535,@Will_Fuller7 @C_Breezy2k12 14-0 but it's not that close.,0
2196,.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready! #sarcasm,1
811,Claybo Dawson and I are @jsteigleman 's #squadgoals 😎,0
1410,11:11 - say something stupid. ||Oh... You beat me to it.,0
2529,You can have the prettiest face in the world but stretch marks will ruin it all for me.,0
3046,@davemrlean I do love a chilled night in. Saves having a hangover to😂 thank you hun X,0
