tweet,label,mean_confidence,variability,mean_correctness,correctnesses
Ca n't wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,0.4732608087360859,0.17319395023221976,0.25,"[0, 0, 0, 1]"
"just asked a patient if she 'd like to schedule for the same time next week and she said "" no , but it was nice meeting you . "" well ... fair enough :grinning_face_with_sweat:",0,0.5077949091792107,0.20115772490539774,0.25,"[0, 0, 1, 0]"
How do I stop thinking literally everything is corny ? ?,0,0.5048703663051128,0.242486684910319,0.25,"[0, 0, 1, 0]"
"Oops I watched a video about a service dog , started to cry , and now can not stop hugging my pup so I 'm just going to have to call it a day",0,0.4852144569158554,0.27587098649873476,0.25,"[0, 0, 1, 0]"
I 'm gonna have a breakdown .,0,0.535556748509407,0.13975046594970278,0.25,"[0, 0, 0, 1]"
my favorite brand of old people are the ones who work as tour guides at national parks,0,0.502572238445282,0.1063071039596241,0.25,"[0, 0, 1, 0]"
I hate when people rag on Arthur 's name without knowing the meaning behind it . Arthur was named after Mikeys great great uncle who committed suicide at the age of 30 . Grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa :yellow_heart:,0,0.5315135642886162,0.19961430286339926,0.25,"[0, 0, 0, 1]"
"How this is n't just Cowboy Bark listed 100000 times , I 'll never know . Nevertheless , an A + + + thread HTTPURL",0,0.4392334669828415,0.11565218325467506,0.25,"[0, 1, 0, 0]"
"After my Holland & Barrett parcel was damaged on its way to me , I had to send probably the most middle class e-mail of my life , asking them to please resend the order ASAP as I was running out of kombucha .",0,0.38197237625718117,0.18554536397945284,0.25,"[0, 1, 0, 0]"
happy birthday gorgeous ! have an amazing day i love you ! ! :beating_heart: :beating_heart: @USER,0,0.5896320715546608,0.20633202428677497,0.25,"[0, 0, 0, 1]"
"It was bad enough when some corporate wankers took one of the trains I used to drive and made it a "" breakout area "" for their offices , but this ? This is next level HTTPURL HTTPURL",0,0.5547659024596214,0.20170926595285396,0.25,"[0, 0, 0, 1]"
grimes was the vibe for this evening,0,0.56439009308815,0.23156023067758472,0.25,"[0, 0, 0, 1]"
"@USER That John Carpenter :videocassette: selection T is pure class . Yes , I 'll take that one , please :heart_suit:",0,0.4899786040186882,0.1684558311582822,0.25,"[0, 0, 0, 1]"
If Nick Lachey wins TMS I will be so bitter .,0,0.5415336638689041,0.25186283860876296,0.25,"[0, 0, 0, 1]"
I think France will win #Euro2016 . Predict who will flop and come out on top at HTTPURL HTTPURL,0,0.5145225450396538,0.22177391693471488,0.25,"[0, 0, 0, 1]"
"Happy new month to all my Mutuals and Friends on here , wishing us all good health and more financial breakthrough this month .",0,0.5876291915774345,0.2256904194475606,0.25,"[0, 0, 0, 1]"
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money , I 'd be nervous . We already killed Applebee 's , we will kill again #EatTheRich",0,0.48969119042158127,0.09002674355944641,0.25,"[0, 1, 0, 0]"
Every day Spotify insists I listen to ‘ coconut ' by Harry Nilsson but I do n't ever have the heart to skip it so the cycle continues and the algorithm becomes further entrenched,0,0.5884616374969482,0.2040002574982541,0.25,"[0, 0, 1, 0]"
Omg my dog just scrolled through my emails with his nose and I 've never seen anything CUTERRRRR :weary_face: :smiling_face_with_heart-eyes:,0,0.5162726417183876,0.2822215912784383,0.25,"[0, 0, 0, 1]"
Do the people on love island not feel so awkward meeting their partners parents in a bloody bikini ? !,0,0.5425441563129425,0.2526889276918683,0.25,"[0, 0, 0, 1]"
"Ok but seriously . Why did Hasting 's go back to Carmichael and tell her ? Setting her up for the next season ? Or am I just clutching at straws ? ! Considering he was appealing too ? Surely there 's another one , it did n't tie the ends up it asked more questions ! Thurwell was n't dead ? !",0,0.5735188722610474,0.22427088397481804,0.25,"[0, 0, 0, 1]"
I entered @USER HUGE BACK TO SCHOOL GIVEAWAY to win a macbook pro & tons of other prizes ! CHECK IT OUT HERE ! HTTPURL #grav3yardgirl,0,0.4963318333029747,0.2792541519811537,0.25,"[0, 0, 0, 1]"
YouTube just gave me a gamer targeted covid vaccine ad and anyway get vaccinated gamers .,0,0.5488211810588837,0.2546902136373806,0.25,"[0, 0, 0, 1]"
"When someone puts on too much perfume I would say nice perfume , how long did you let it marinate ? ? ? Tt",1,0.39570049941539764,0.14164196643268537,0.25,"[1, 0, 0, 0]"
"every Tom Holland movie i 've seen is a masterpiece , i do n't think it 's coincidence . anyways watch Cherry on apple TV and The Devil All The Time on Netflix",0,0.5871816053986549,0.23392869075801567,0.25,"[0, 0, 0, 1]"
i 'm gonna be real i voted weeks ago and i 'm lowkey sad i do n't get a sticker :disappointed_face:,0,0.5576802045106888,0.18059776699967592,0.25,"[0, 0, 0, 1]"
I can't believe omicron is an anagram of no crimbo ! The government designed this covid variant just in time for christmas !,1,0.5223595909774303,0.2767565885592935,0.25,"[0, 0, 0, 1]"
Love how Kingston just ripped the buckle pad off #AEWAllOut,0,0.4335458539426327,0.14604756495812077,0.25,"[0, 1, 0, 0]"
@USER My neice ( 4 or 5 at the time ) * loved * playing Mario Kart 8 with her dad using the acceleration and steering assists . Before that she was mostly a spectator while he played kid-friendly games like Ape Escape .,0,0.4302184134721756,0.2627643917917328,0.25,"[0, 0, 1, 0]"
Keanu reeves is killing his role in ozark season 3,1,0.5149796307086945,0.31132585607058516,0.25,"[0, 0, 0, 1]"
Ahhh I get to listen to a cement mixer all day . Awesome .,1,0.5637563616037369,0.24855437822740495,0.25,"[0, 0, 0, 1]"
Great time for sim and I to have our weekly life update ... :first_quarter_moon_face: :last_quarter_moon_face: :koala: ( closest thing to an owl ) :zzz: :zzz: :zzz: :sleeping_face:,1,0.5534422919154167,0.16387565759791095,0.25,"[0, 0, 1, 0]"
"Wow , work is just so rewarding and fulfilling right now",1,0.5418571680784225,0.2213679380681518,0.25,"[0, 0, 0, 1]"
"oh sure , the mic 'd up pitcher at the MLB all-star game can say “ god dammit ” but when my 13 year old softball player says it she gets a “ language warning ” :face_with_tears_of_joy:",1,0.316565478220582,0.2691686647788083,0.25,"[0, 1, 0, 0]"
"@USER @USER Let 's listen to Dylan Petit over actually doctors , biologists and epidemiologists . :face_with_rolling_eyes:",1,0.5974062979221344,0.2196442455437383,0.25,"[0, 0, 0, 1]"
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins . Let leeds score as many goals as they want . oEuropeanSuperLeague,1,0.42914963513612747,0.11925043334019736,0.25,"[0, 0, 1, 0]"
love getting assignments at 6:25 pm on a Friday ! !,1,0.42771921306848526,0.16196267588799237,0.25,"[0, 0, 0, 1]"
@USER Based confidence and believing in proper eye contact-pilled !,1,0.5542778894305229,0.26021223232768415,0.25,"[0, 0, 0, 1]"
hot girls have tree shaped dents in their rear bumpers :red_heart:,1,0.49081289768218994,0.18257444517885255,0.25,"[0, 0, 1, 0]"
Been trying to get my boyfriends attention . Let 's see how long it takes for him to see this tweet tho .,1,0.5333818718791008,0.2691689255013687,0.25,"[0, 0, 0, 1]"
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves .,1,0.4977029263973236,0.07019374091249607,0.25,"[0, 0, 0, 1]"
tanning in this heat is an extreme sport,1,0.5391576141119003,0.20839920673328358,0.25,"[0, 0, 0, 1]"
I 've seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently . If only there was a website you could use to find out if an AirBnB was available :thinking_face:,1,0.4832071755081415,0.32353576212093355,0.25,"[0, 0, 0, 1]"
As if I did n't know this anyway ! I 'm an Owl according to the #BBCBodyClock quiz – what are you ? HTTPURL,1,0.49855727702379227,0.2555045110839118,0.25,"[0, 0, 0, 1]"
@USER Make your husband agree to let you die first . FUN date topic for discussion,1,0.516184862703085,0.26629473121677383,0.25,"[0, 0, 0, 1]"
My eldest is having a wild Friday night out . She 's going to bingo . :face_with_tears_of_joy:,1,0.5766334906220436,0.1953822663756886,0.25,"[0, 0, 1, 0]"
who thinks me and sam should start a band called ' teeth at midnight ' :tooth: :crescent_moon:,1,0.5065051764249802,0.29453737128010676,0.25,"[0, 0, 0, 1]"
where can I hand my notice in for mental illness ? been working at the same thing for way too long and it 's time for a change .,1,0.6073961555957794,0.22249497257595335,0.25,"[0, 0, 0, 1]"
"They had 5 turnovers and we needed to capitalize on them , this whole season we said we needed touchdowns instead of field goals",0,0.6074819639325142,0.22422965501219094,0.25,"[0, 0, 0, 1]"
Man I miss my friends :(,0,0.46815164759755135,0.3031906374706373,0.25,"[0, 0, 0, 1]"
"Lucky for 2nd placed Brentford that there 's no stand out team like Leeds this year , or they might have no chance of winning the league . #ncfc",1,0.49548909813165665,0.18531429999333357,0.25,"[0, 0, 1, 0]"
"Yes , I am taking royalties for the phrase “ Thiccle Mistress , which I definitely just made up - thanks for asking",0,0.4997112713754177,0.25861739337385437,0.25,"[0, 0, 0, 1]"
"@USER imagine your delivery being 2 hours late , and imagine calling up your service team only for them to hang up at 10pm , coincidentally the same time the office closes . But it 's okay , my £ 3 delivery fee is being refunded though 👊🏻",0,0.52842016518116,0.26678165748617017,0.25,"[0, 0, 0, 1]"
This is my buddy @USER . He is a deep thinker . #Nashville #BaileysfantasycampTN @USER @USER HTTPURL,0,0.442432276904583,0.15617114973733442,0.25,"[0, 1, 0, 0]"
I wish I had a green thumb,0,0.421172474976629,0.2967325391764067,0.25,"[0, 0, 1, 0]"
me and my gf are on a reality tv show binge lately does anyone have any suggestions for particularly Unhinged reality shows,0,0.4405682757496834,0.06423724484256098,0.25,"[0, 0, 0, 1]"
I 'm defending the land I have left . Click HTTPURL to do the same . HTTPURL,0,0.5609856843948364,0.2601396138108062,0.25,"[0, 0, 0, 1]"
Do n't understand the scoring on #AllStarMusicals ? How has everyone got 10s apart from Barney ? His was the best so far by quite a bit,0,0.5024370066821575,0.2893479045886172,0.25,"[0, 0, 0, 1]"
i want :( a corn dog :( ( so bad wtf :( ( (,0,0.3939075395464897,0.09594881398127655,0.25,"[0, 0, 0, 1]"
Amazing ! Simply amazing . Well done Sky Brown . You are an inspiration to all of us . HTTPURL,0,0.39994097128510475,0.28272429677886546,0.25,"[0, 1, 0, 0]"
@USER @USER I 've done this to my employer too . I 'm expecting we 'll both get the same answer,1,0.32156616635620594,0.18305108237060047,0.25,"[1, 0, 0, 0]"
"do n't cry because it happened , smile because it 's over <3",1,0.5612223222851753,0.24547747508397325,0.25,"[0, 0, 0, 1]"
Happy 45th birthday Chester Bennington ! We wish we could have celebrated today with you . You will always be in our hearts . #linkinparkforlife #ChesterBennington #HappyBirthday #LinkinPark #SuicidePrevention #wewillalwaysloveyou,0,0.5446022152900696,0.23501363839314526,0.25,"[0, 0, 1, 0]"
"“ tit for tat , butter for fat , you kill my dog , i eat your cat ” is a liberian proverb for “ an eye for an eye ” . my ancestors were spittin '",1,0.4665322005748749,0.2281659317800102,0.25,"[0, 1, 0, 0]"
somebody tell these birds to be quiet because they not listening to me,1,0.5180066153407097,0.2620132034144649,0.25,"[0, 0, 0, 1]"
"Oh , no , totally , do n't wear a mask and cough and splutter around me . COVID 'll be a fun little time ..",1,0.4755808040499687,0.21976858212800124,0.25,"[0, 0, 1, 0]"
@USER @USER @USER @USER @USER Finally someone is speaking up for the billionaires .,1,0.5134202279150486,0.22981324866159264,0.25,"[0, 0, 1, 0]"
I 'm in Canada so like Happy 4rth ?,1,0.49317530170083046,0.22633310603358694,0.25,"[0, 0, 1, 0]"
"The irony of being asked to write an "" immaginary "" sarcastic tweet with "" imaginary "" incorrectly spelled ...",1,0.5659268349409103,0.2369646025102904,0.25,"[0, 0, 0, 1]"
"The fact that people still do n't get that you need to distance , wear a mask , and generally pay attention to your hygiene this far into a pandemic gives me great confidence in the future of humanity .",1,0.5224568843841553,0.24064798510423888,0.25,"[0, 0, 0, 1]"
Someone should 've had me committed the day I decided to buy a pair of non-stretch denim jeans,1,0.5076456349343061,0.3155123165229782,0.25,"[0, 0, 0, 1]"
Do n't let people walk all over you . Or breathe on you . Either one .,1,0.47791219502687454,0.2756834409211037,0.25,"[0, 0, 1, 0]"
"@USER @USER @USER @USER It 's probably something closer to Xenophobia . Which is someone hating someone else just because they 're foreign . I mean , you are an English teacher , are n't you ? Figured you might know that .",0,0.6088525354862213,0.19438472265788015,0.5,"[0, 0, 1, 1]"
"It 's my last full week of working from home :persevering_face: Now it 's almost here , I do n't think I 'm ready to go back to the office",0,0.4094428978860378,0.12538317353159817,0.5,"[1, 1, 0, 0]"
@USER Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed ( sic ) tee-shirt - you made my Friday night sir ... just awaiting your instructions so I can wire the money ...,1,0.6149401962757111,0.17465224513669614,0.5,"[0, 0, 1, 1]"
Great start to the day Neros was shut and now I 'm going akip on the bus :sleeping_face: :dizzy_face:,1,0.689965158700943,0.22567333864422995,0.5,"[0, 0, 1, 1]"
"If you invite me to something with a Google Calendar invite , know that I will always join via the Google Meet link . Do n't try to add other links in notes ; learn how to use the software and then holla at me",0,0.605479933321476,0.2113974092842182,0.5,"[1, 0, 0, 1]"
why are salads so expensive ? ! It 's like I 'm being punished for tryna eat healthy ...,0,0.4923984855413437,0.07551346063366311,0.5,"[1, 1, 0, 0]"
cant wait to dance with harry styles and the delta variant at their concert in november ! !,1,0.42563480138778687,0.17667256858465785,0.5,"[0, 1, 1, 0]"
@USER Defrost the freezer with the cast of Hollyoaks . Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars . Magic .,1,0.6312502697110176,0.14428084223022972,0.5,"[0, 0, 1, 1]"
RIP spider man :skull: HTTPURL,0,0.5171173810958862,0.1806454057408326,0.5,"[1, 0, 1, 0]"
"Fav this and I wo n't send you a name of a random person , I 'll just get a fav on my tweet",1,0.6255416721105576,0.1915234225845217,0.5,"[0, 0, 1, 1]"
