tweet,label,mean_confidence,variability,mean_correctness,correctnesses
"@USER fucking copycat , although you 're name is mint and the act we share it is probably a cause for alcohol filled celebration ! ! !",0,0.46908095479011536,0.2980673330359429,0.25,"[0, 0, 1, 0]"
@USER I do n't think your caramel frappe is salty enough .  #McYuck #lostsale,1,0.45661599934101105,0.2698783843066767,0.25,"[0, 0, 0, 1]"
@USER you are by far the funniest prick in the world at the moment . Can you please come to Geelong ? We have a normal mayor ... ,1,0.4515269547700882,0.3220109911956441,0.25,"[0, 0, 0, 1]"
@USER @USER least I could do for barging into your convo !,0,0.47227456606924534,0.32856552818983814,0.25,"[0, 0, 0, 1]"
#HowToGetUnfollowed Post pictures or videos of you smoking . Especially blowing smoke at the camera . #SoCool  #GTFO,1,0.40982047002762556,0.3164862675618346,0.25,"[0, 0, 0, 1]"
It 's freezing out there & very hazy ... Just want to go home .,0,0.41803017631173134,0.3186034028293552,0.25,"[0, 0, 0, 1]"
@USER @USER Putting 123 between Muhammad and Ali ? I find your own twitter ID quite blasphemic and offending ,1,0.5294766426086426,0.2730857869629089,0.25,"[0, 0, 0, 1]"
Huge for @USER RT @USER Congrats to today 's #12DaysOfChristmasSweatersContest winner @USER ! HTTPURL,0,0.537116039544344,0.30079422720939,0.5,"[0, 0, 1, 1]"
Absolutely love being harassed by a group of twatty adolescents on a late night shop ,1,0.49243592470884323,0.21527261519314167,0.5,"[1, 1, 0, 0]"
Interviewed a turkey & here 's what he had to say HTTPURL #Thanksgiving,0,0.6865597888827324,0.2690045873495599,0.5,"[0, 0, 1, 1]"
"@USER Marvellous ! Sounds nothing like any jingle bells song i 've ever heard ! I can see you in mismatched socks , tights & cricket gear :-)",0,0.6094649434089661,0.3616229088266563,0.5,"[0, 0, 1, 1]"
I feel a nap in my near future . #NapTime,0,0.5961908400058746,0.2839785283441616,0.5,"[0, 0, 1, 1]"
Mary is not having that shit whatsoever . #done #shesdone :person_tipping_hand: HTTPURL,0,0.5379364192485809,0.21552110311048803,0.5,"[0, 0, 1, 1]"
It 's almost 1am and @USER and I are arguing on why the guy is cute or not . Really . This is our lives . Come on were adults . ,1,0.6905554980039597,0.2828408115677591,0.5,"[0, 0, 1, 1]"
"@USER Nah , it 's better we all act like the North Korean govt and police people 's private thoughts . ",1,0.5992849767208099,0.3402184684626234,0.5,"[0, 0, 1, 1]"
WOW Doutzen looks amazing after having a baby,0,0.6435266360640526,0.2627812032280687,0.5,"[0, 0, 1, 1]"
hahahaha ... ' Best Asian Style ' went to the group of pretty boys ALL wearing blacks suits with a tie / bow . HOW STYLISH .  #2014MAMA,1,0.6415964476764202,0.34125751823416217,0.5,"[0, 0, 1, 1]"
Picked an excellent day to get my hair done :unamused_face: ,1,0.6410699039697647,0.2552996637625284,0.5,"[0, 1, 1, 0]"
"@USER wow , Rickman really looks a lot different with blond hair .",0,0.6046072915196419,0.3098027454688629,0.5,"[0, 0, 1, 1]"
. @USER Yup . That 's exactly how we do it ,1,0.6783304885029793,0.19775881477663823,0.5,"[0, 0, 1, 1]"
BBC News - ' Skywalker ' passport cancelled because it was ' frivolous ' #trademarks  HTTPURL,1,0.6272149905562401,0.2187756462448214,0.5,"[0, 0, 1, 1]"
tough day in sun #kitsch #funny @USER Costa Teguise Lanzarote HTTPURL,0,0.6709753721952438,0.24948068696776696,0.5,"[0, 0, 1, 1]"
Thank you Aidyn and Adele for getting me sick . ,1,0.6023083347827196,0.3307630115922027,0.5,"[0, 1, 1, 0]"
Love coming to school knowing I have tests all day ,1,0.5931143760681152,0.3105191558332367,0.5,"[0, 1, 0, 1]"
"Watching my grandparents and my parents pay all these bills , really excites me for the future . - ___ - ",1,0.6937503293156624,0.26701981126506985,0.5,"[0, 0, 1, 1]"
"Awh I love her replies , they get me feeling all types of ways !  #noreplies #StoryOfMyLife HTTPURL",1,0.5950073227286339,0.26370212487646466,0.5,"[0, 1, 0, 1]"
Because standing by a board about dental hygiene for two hours is how I wanted to spend my birthday .. ,1,0.5765049755573273,0.2490740968094438,0.5,"[0, 0, 1, 1]"
@USER I be surprised at how many ppl have me blocked :weary_face: :weary_face: :weary_face:  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows,1,0.5395682631060481,0.3560948536364943,0.5,"[0, 1, 0, 1]"
@USER which would ALSO push rates up :) is n't this a fun game ? ,1,0.5832778830081224,0.39104415470412723,0.5,"[0, 0, 1, 1]"
Well this is great ..  | Illinois Passes Bill That Makes It Illegal To Record The Police HTTPURL,1,0.5743989758193493,0.28191561207311067,0.5,"[0, 1, 0, 1]"
@USER What do you know about #iubb ? Tom Crean is a coaching genius  !,1,0.5847669541835785,0.3182797973841704,0.5,"[0, 1, 1, 0]"
Thank you Harding science department for only giving us 55 minutes for our final . ,1,0.6039379350841045,0.2855782611518887,0.5,"[0, 0, 1, 1]"
JFK BAGGAGE IDIOTS ACCUSED OF STEALING SHIT RIGHT OUTA YOUR LUGGAGE ! | SHOCKED ? | UMMMM SO  | THEY HIRE MORONS ! | PUT THE ARMY IN THERE !,1,0.6270930096507072,0.30131796373640246,0.5,"[0, 1, 1, 0]"
Everyones full of ruddy xmas cheer here ,1,0.6693747714161873,0.2535604201666012,0.5,"[0, 0, 1, 1]"
Yet another out of a million doctor visits tomorrow ... so.stoked . ,1,0.573941511567682,0.3775569515574225,0.5,"[0, 1, 0, 1]"
"But instead , I 'm scrolling through Facebook , Instagram , and Twitter for hours on end , accomplishing nothing . ",0,0.6851963773369789,0.22487767767618427,0.5,"[0, 1, 0, 1]"
"' Liberated ' Iraq - - 2014 One of Bloodiest Years with More than 36,000 Victims : HTTPURL Thank you , Western liberators ",1,0.6242718696594238,0.3290210290738816,0.5,"[0, 0, 1, 1]"
Testing water temperatures #excitingtimes ,1,0.6264926344156265,0.34800720096199955,0.5,"[0, 0, 1, 1]"
"Russia says ruble crisis over as reserves dive , inflation climbs  HTTPURL via @USER",1,0.6174415461719036,0.3465973916298464,0.5,"[0, 0, 1, 1]"
Choose your words carefully hurting someone feelings is not the right way to go .,0,0.4707650449126959,0.378377476909099,0.5,"[1, 0, 0, 1]"
@USER Why not ? The House Committee has been very informative thus far ! ! !  | #UniteBlue,1,0.5899324156343937,0.3650942237754439,0.5,"[0, 0, 1, 1]"
I have three exams today lets gooooo ! #School  #Swag,1,0.6010981500148773,0.20060161899621037,0.5,"[0, 1, 0, 1]"
Sat on yet another stationary @USER train for 15 minutes with no explanation from the driver . Your service is just top drawer . ,1,0.6872361823916435,0.2905351574724128,0.5,"[0, 0, 1, 1]"
And then today was :pile_of_poo: . What a surprise !  #2of6 #6daystretch,1,0.5369170811027288,0.3173139381826097,0.5,"[0, 0, 1, 1]"
Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers ...  :see-no-evil_monkey:,1,0.4812376908957958,0.20743063045693283,0.5,"[1, 0, 1, 0]"
I refuse to be weak ... #workout #motivation #fitfam HTTPURL,0,0.6711167842149734,0.3033053968372781,0.5,"[0, 0, 1, 1]"
For 9 grand a year we definitely get all of the information we need in this practical class ,1,0.5027201026678085,0.3193463512929519,0.5,"[1, 0, 0, 1]"
It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark ,1,0.4747965391725302,0.3190380720791865,0.5,"[1, 0, 0, 1]"
Love waking up to no heat in my apartment  #socold,1,0.6101851835846901,0.37632481611744834,0.5,"[0, 0, 1, 1]"
"I THOUGHT WHAT WE HAD WAS REAL , HOW COULD YOU BE FINE ? COZ I'M NOT FINE AT ALL Oh wait . Fixed the caps lock ^ . ^  #LaughNow . o .",1,0.6294917613267899,0.2955968305490151,0.5,"[0, 1, 1, 0]"
Mondays are fine . It 's your life that sucks . | | It 's the first day of class and you see that ... Ugh ? Face ? | #UrsulaOnAMonday | #wow ,1,0.709423340857029,0.25501896048541184,0.5,"[0, 0, 1, 1]"
can you imagine being in high school today with a delusional dad making a fool of himself on the internet @USER,0,0.6879639774560928,0.27182301427834993,0.5,"[0, 0, 1, 1]"
"@USER Tx , i saw that . must be a great shot to defend oneself from a fierce attacking giraffe .  #HungerGames",1,0.5080521982163191,0.30830883319127833,0.5,"[0, 0, 1, 1]"
2015 prediction : Putin ditches the Ruble and adopts Bitcoin,0,0.5715430108830333,0.35824796839381046,0.5,"[0, 1, 0, 1]"
"@USER If it 's a "" Blue Ribbon Panel "" , then it will be all good . ",1,0.5815847245976329,0.3629008376553519,0.5,"[0, 1, 1, 0]"
#great  # A #All #Burst #Christmas #diy #crafts | Please RT : HTTPURL HTTPURL,1,0.6672080457210541,0.24171353348465532,0.5,"[0, 1, 0, 1]"
@USER yeah that 's it ,1,0.5533430371433496,0.3201904164614938,0.5,"[0, 1, 0, 1]"
@USER The Raiders are . I guess we 'll see how things play out tonight .,0,0.6210214868187904,0.23869279320829787,0.5,"[0, 1, 1, 0]"
"Ahhh 7 a.m bedtimes , how I 've missed you  #examproblems",1,0.6448025330901146,0.18780065060432655,0.5,"[0, 1, 0, 1]"
@USER oh mature girls ,1,0.6138268988579512,0.3564674962917739,0.5,"[0, 0, 1, 1]"
Best Christmas Eve news : I have a half sister . :face_with_tears_of_joy: :thumbs_up:  #thanksdad,1,0.6088125556707382,0.22418486883631988,0.5,"[1, 0, 0, 1]"
Jordan fan here | |  :face_with_tongue: - not a hater . HTTPURL,1,0.5871331505477428,0.38038195225239474,0.5,"[0, 1, 0, 1]"
When you 're in the doctors waiting room and hear a baby in the back screaming her lungs out is always a reassuring feeling ,1,0.5763925164937973,0.21678982629943053,0.5,"[0, 1, 0, 1]"
"This is very likely to end well . More vaccines is exactly what we need - . -  | | "" Health and Human Services ... HTTPURL",1,0.4279996082186699,0.3740467323677045,0.5,"[1, 0, 0, 1]"
@USER guess the #bronut works best in combination with these #mentissues . wanna see this # ' sneeze '  HTTPURL,1,0.6035700375214219,0.3768024026914976,0.5,"[0, 1, 0, 1]"
"replurks acatholicprayer : Lord Jesus Christ , Son of God , have mercy on me , a sinner ! #Catholic #prayer HTTPURL",0,0.5887080682441592,0.39082762995548054,0.5,"[0, 1, 0, 1]"
Listening to the rain in bed #Peacefull :umbrella_with_rain_drops: :sweat_droplets: :droplet: :sweat_droplets:,0,0.668732039630413,0.2771378105821814,0.5,"[0, 1, 0, 1]"
@USER miss u lots and lots like jelly tots,0,0.5915892161428928,0.30027540729884294,0.5,"[0, 1, 0, 1]"
Being awake since 3AM is always so much fun ,1,0.5831741467118263,0.229625786364936,0.5,"[1, 0, 1, 0]"
I really need to shoot something soon .,0,0.5505935922265053,0.2555434518219118,0.5,"[0, 1, 1, 0]"
Gonna be the shittest Christmas ever without my mum .. Gonna get so drunk :tropical_drink: :tropical_drink: :tropical_drink:,0,0.675658717751503,0.24811715880099044,0.5,"[0, 1, 1, 0]"
It 's nice to see continuity in our gender struggles . ,1,0.5996885001659393,0.26247606840861265,0.5,"[0, 1, 0, 1]"
"there is only 1 race , HUMAN so i dont look at things by the myth of "" races "" @USER @USER",0,0.555891789495945,0.2327564126486923,0.5,"[0, 1, 0, 1]"
"its not that so much as his lies and deceit , @USER @USER @USER @USER @USER",0,0.5017648944631219,0.2916866649815679,0.5,"[0, 1, 0, 1]"
that is the face of a tired man hahahahah,0,0.6227090954780579,0.2994872875373692,0.5,"[0, 0, 1, 1]"
@USER they are all written out in a gold gel pen waiting ! I hate how are relationship consists of twitter messaging  #fulfilling,0,0.5918318927288055,0.2596553998015859,0.5,"[0, 0, 1, 1]"
"@USER @USER The link says "" The requested page could not be found . "" | | Was the  intentional ?",0,0.6948402374982834,0.2814323845639687,0.5,"[0, 0, 1, 1]"
@USER well I face peyton today in my one league so I hope he only has 2 TD passes and they 're both to D Thomas for me lol,0,0.6170443296432495,0.2853309758374193,0.5,"[0, 1, 0, 1]"
@USER Sorry butt ,0,0.7041915357112885,0.25337761445739054,0.5,"[0, 0, 1, 1]"
Rolled out of bed for closing ... #ilookreallygood ,1,0.5340160727500916,0.1919620290312679,0.5,"[1, 0, 0, 1]"
new shoes . kinda in love with an inanimate object . HTTPURL,0,0.6014671288430691,0.33617800538903686,0.5,"[0, 0, 1, 1]"
Jack does n't understand twitter . Thoughts ?,0,0.6102537922561169,0.3738674804443789,0.5,"[0, 0, 1, 1]"
@USER @USER The number 2 play was awesome . ,1,0.6535294950008392,0.2743755808418578,0.5,"[0, 0, 1, 1]"
Yeah nice hair babes  :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL HTTPURL,1,0.5765940137207508,0.34817826235431737,0.5,"[0, 0, 1, 1]"
