index,tweet,label
3619,"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
1123,@dannyV916 @bagmansgirl Yes. I want to honor someone who died so I'll go steal a TV and Xbox and whatever else I feel entitled to #sarcasm,1
611,this time tomorrow i'll be dying at school Cannot Wait!,1
2472,Thank God that the wait for an appointment is only until February. #sarcasm,1
663,@SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.,0
1304,"underwater uber, also known as scuber",0
3133,Long day and its not going to be possible without my good friend #coffee,0
1878,@gough_hayden This art is giving me Mario Strikers Charged concept art vibes. This is really nice!,0
3705,I'm not in enough dance practice whatsapp groups yet. #december #winter #weddingseason #sarcasm,1
2394,> Knowledge itself doesn't mean a person is qualified to represent a religion if * his/her humanity (& sanity) is absent.,0
3465,@AfterGrogBlog #pantsdowntiggy was his crime. Pixelation #moot or #irony,0
3319,every time someone asks me about getting a piercing i tell them to do it. cant be unprofessional if everyone has one &lt;3,0
3017,"The last paper I wrote as an undergrad was whether I believed math was created or discovered. I wrote two papers, one defending each, and I still don’t know which I submitted. https://t.co/1KSB5xWxji",0
2574,This week just keeps getting better and better #sarcasm,1
510,It’s “let’s see how many crumbs I can find in scarf” szn.,1
1274,At least the lads can get some decent scran.,0
1263,"@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it? #Sarcasm  #LudicrousStory",1
279,As if I didn't know this anyway! I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg,1
311,Finals Week is draining my body so much that it's ruining my life in other places. Lovely... #NOT,1
1301,Americans love guns more than ever! http://t.co/U9pHYAzcvx #Chicago #Detroit examples of strict #gunlaws yet have the most crime #irony,1
2710,Nobody can deny this. #career #gita such a #profound word. http://t.co/tdBpLsXSN4,0
1200,I liked a @YouTube video from @_stylebydani_ http://t.co/QGjcBlZYPt 2015 Challenge! Style By Dani,0
481,Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1
3235,my fucking dog is a NIGHTMARE,0
806,oh you’re just friends? why’d u shave then?,1
894,one essay submitted now to start the next one :') #thirdyearlife #loveit #not,1
2740,"@lordmelbury2 Red Light Indicates Doors Are Secured (Arctic Monkeys), which could also be included in a separate question of songs that include the title only once in the lyrics",0
2032,what the fuck is this game everyone is talking about all of a sudden,0
573,"Just finished the most wonderful 12 hour shift!! I had no breaks at all, how delightful! I absolutely LOVE standing on my feet all day long, running on 6 hours sleep. I live for this.",1
3624,it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
2960,Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,1
770,Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1
849,@pruemacsween I'm truly at peace #NOT,1
2860,Why can't heroes be happy in DC Comics? I mean even their great flagship romance (#sarcasm ) is a Fauxmance and will bring about destruction,1
151,dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1
189,not me drunkenly trying to book a hotel in London for tonight and booking for next Sunday 🥴,0
2612,Pre work shenanigans lmbo alissamarie_b #letswork #not #kiddingnotkidding #funtimes #sheseriouslyrocks http://t.co/wht23Idawu,1
3075,I didn't realize Boston Coach also operated in Chicago #irony #brands,1
3684,@rrhhmmss @TimEchols1 @Penneeee I agree. You can see that from the videos and photos that were taken two hours after the shooting. #Not,1
382,"So now that it's not getting banned, should I download TikTok?",1
1555,#Indonesia -- #Four #large #parts of #crashed #AirAsia #jet #found #on #sea #floor. http://t.co/X25ajY5qiZ via @reuters,0
3348,@Riotswimbananas that haircut looks so good on you!,0
1518,I just love working Sunday's. #not http://t.co/97bcc557Pi,1
55,"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",1
2780,Saw a Tesla with a license plate that said “EW GAS”,0
3134,thinking about when i told my old coworker i had a gf and she said i was ‘so brave’,0
1344,This should be fun next spring. #not http://t.co/nb63wOUmKE,1
2274,"I've started an etsy shop selling handmade clay earrings, scrunchies + soy wax melts! If you want to #shopsmall this xmas follow https://t.co/xE61WGtOiw + https://t.co/skxXufeyx0  We have zero single use plastic packaging AND I'm looking to work with bloggers! #bloggersrequired https://t.co/T45vwzKebD",0
856,Ahhh I get to listen to a cement mixer all day. Awesome.,1
1436,[at Burger King] French proletariat: we'll have the king Burger: :) King: :(,0
3016,"The entire aesthetic and stakes of the original fast and the furious is immaculate. Letty’s boots, sunglasses, and hair in the her intro couldn’t be better",0
699,"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1
2493,😂😂 I'll let you and BB know how I get on xx,0
472,Pinball!,0
2104,I feel so blessed to get ocular migraines. #sarcasm,1
13,crushes are great until you realize they'll never be interested in you.|#sarcasm :p,1
1709,put the frou frou version of holding out for a hero on spotify challenge,0
325,"White Watch along with CSO Millie, will be at Tesco in Long Eaton this morning to engage with our community giving Christmas Safety Advice.
🎅🌲
Check your smoke alarms and have a Safe and Happy Christmas. ❄🥳",0
1340,So kind of occ health to book my tb skin test on my day off uni. I am thrilled #not,1
140,Because of #Trump I now don't have to worry about other countries making fun of me for being fat! 🍩🍫🍰🍕 #Thankstotrump #America,1
3234,i miss amsterdam,0
2152,Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver #sarcasm,1
2828,Packers fans on Twitter are on full meltdown mode... R. E. L. A. X.,0
660,imma still vote for vermin supreme this presidential election 😤,1
538,thats it im packing my things and moving to italy see u all in a month xo,1
588,"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1
378,i rlly wanna try being plant based again :(( any vegan moots wanna help me out ?? 😭,0
693,"these two girls are on the beach in lawn chairs, i love shoobies",1
2895,I love how when I'm stressed my body decides to react by causing me massive pain. #sarcasm,1
304,If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1
792,"According to my road rage, the word of the day is asshat",1
630,Geronimo did NOT have TB…. His owner was right. Sad,0
443,"FULL TIME

An opener from Scott Heard followed by braces from Ade Yusuff and Dave Smith seal all 3 points for Invicta 

FIFC 5-0 HBFC",0
716,On 10/12/21 at 10:30 the river level was 0.37m.,0
679,wow what great banter from @WillHart2014 #sarcasm,1
3538,Wow Bdubs can bench press 150 kilometers,1
523,"My favourite thing driving to work in the morning is how peaceful and slow everyone is. I love when people don’t know where they’re going, like they are just out for a stroll at 8:30 in the morning. It makes me so happy.",1
2370,"@MarkHendyHR Well done Mark, you’re smashing it!",0
196,@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1
1255,@crystalluxmore they can be assured you'll recommend them! #not,1
2413,"Go on girl!! @EmmaRaducanu 🇬🇧 🇬🇧 so proud, can’t imagine what you’re feeling, well done x #Raducanu",0
1684,just exactly how I wanted to start my day!!! #not #shitty,1
1111,Can't wait to sit at my desk for 7 and half hours. Back working harder than me...,1
2032,@spen0007 I have the box set of The Complete Steptoe and Son.  That should cheer you up #not,1
733,I have every confidence in our government’s Covid action plan this Christmas 🙄,1
2479,"@HadleyFreeman it could have happened to anyone. Your time will come, critics. Oops, apologies. A typical #irony -loving #Brit.",1
293,@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1
1401,@bonka10 @PopsMcDaddy come on Graham / Thomas!,0
3642,"juugin everything, niggas got warrants to pay #irony",1
2245,Someone had a great sense of humor #not #TheyGaveMeTCUColorsForChristmas http://t.co/kUNO4OrUPA,1
2380,Just made my own pitta chips after whinging at anyone who'd listen that I can't buy them locally. So that's pitta chips and apple crumble in my culinary repertoire. SOMEONE WIFE ME.,0
2518,"""Same as what Whoopi said about rape of 13 yo by Roman Polanski. Not """"rape rape"""" b/c she was drugged. http://t.co/q0a0PWMghK via @JustJared""",0
1079,@CalmKitchen @menhealuk I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket #irony,1
936,PLT slamming their brand name on everything winds me up. You’ll find something really nice but it’s got ‘PRETTY LITTLE THING’ written in caps all over the front 😩,0
715,"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1
1253,Good morning to everyone except Tristan Thompson and Jordyn Woods,0
316,Read at http://t.co/HbeAb2hklW the news '#Middle #East #updates #/ #Assad: #US-led #airstrikes #not #serious #or #efficient',0
3445,Congress just screwed us but it's a great day in the District because we got another stadium! #sarcasm,1
791,36 hours no food no drink going strong #not #givemeabrew 🙏😭☕,1
2240,why did no one tell me that SSRIs cause hand shaking/jitters cause this shit sucks,0
893,Getting very anxious waiting for #TheGrandTour,0
1544,I just found out I have a 13th grade education: https://t.co/OujZNnuE96||I must have slept through that entire year #sarcasm,1
112,I miss the days when all my close friends lived in the same city.,0
963,To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,0
15,Love it when I get disturbed three times in the bath to be asked where things in the house are!!,1
2868,I love when my mornings start off like this. #not,1
3635,"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
806,I swear stupid people were put on this earth to test my anger management skills,1
3318,Nice weather for today.. #not 😠,1
1025,"So I can go the pub have a meal, go to the cinema, hairdressers and a shopping spree, yet won’t be allowed to see family/friends@&amp; them meet my newborn baby?? 🤯🤯🤔🤔",0
648,I was waiting at the bus stop when the driver pulled up and said you waiting for a bus? I said no mate im waiting for a plane. He drove off.,1
550,@teemysbosworth yay!!!! It works #sarcasm #HateWhenThingsDontWorkRight,1
1373,Wow I love school #not http://t.co/8Knui6m2nc,1
707,I’m soo excited to cook a three course Christmas dinner for my whole family this year! ,1
2697,You're gone and I gotta stay high... #coldpants #offtomysteriousplaces #not #bye http://t.co/aOla0qD4pb,1
2361,I don't wanna hate religious people. Cos i am one of them. I'm so religious in music. #ahaa #sarcasm,1
3573,nothing quite says hello 2020 like hypothermia 🥳,1
2254,@kobebryant  don't you see the #irony for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.,1
11,Cold or warmth both suffuse one's cheeks with pink (colour/tone) ... Do you understand the underlying difference & its texture?,0
133,@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,1
1316,Think the chances of keeping 11 players on looking slim...,0
152,wouldn’t it be cool if i could spontaneously combust,1
501,Biden is a great President like none other we have had,1
2299,i haven’t thought about the mysterious benedict society in years omg,0
574,"I just read, ""oftenly"" and threw up in my mouth a little.",1
2924,Hummingbirds #Are #Not #Experts #at #Hovering #After #All: #Background #Motion ...: If the hovering ability of the... http://t.co/E189iHBpZr,0
524,"""Should I wear my lime green pants?"" dad its 4th of july...",1
2444,7 am. Pilates Now I get to go home and get ready for work! AMAZING! #Sarcasm,1
1971,It's super duper fun waking up and immediately shoveling your car out of your driveway for 20 minutes #not #fuckinsnow,1
324,"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1
503,"Ok, we’ll what do I know eh? 🤣",0
722,Can cats wear nail polish,1
2145,@quiksilverindia The only place where you don't wanna sit on the seat that you earned. #Irony|#Dancing |#QuiksilverGoesSupersonic,1
1487,So glad they've found a way to make the gospel socially relevant to klingons! #sarcasm http://t.co/rKSId5vFkc,1
55,Home safe gorgeous boy. Can't get up to Donny but will cheer you on from one of the on course bookies at Cheltenham,0
2093,http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good... #NOT #whoops #CelebrityLeakedPhotos http://t.co/5vGRHXrSa3,1
2415,President Biden: “We’re going to protect vaccinated workers from unvaccinated co-workers” https://t.co/D6fjWmdRW4,0
33,love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,1
457,The fans needs to be heard tho RT @cupcake78318778: @Sum4uckingMoney @jonso4tindo WENGER WILL NEVER QUITT.SORRY LADS.#NOT FOR FEW YEARS..,0
1632,When is someone going to train a little baby pig to walk on a circus ball 🤬,0
161,wow i love only ever buying gray and striped shirts,1
361,probably going to fail tomorrow yayy #sarcasm #GlobalArtistHMA #MTVStars One Direction,1
964,@Mark_Coker gun laws will fix everything #not,1
1682,@jpanimages Is it on display at any given time at Ryerson?,0
1698,I love being on hold. Especially when the music is so great. #sarcasm,1
900,I miss the days when I thought Boris Johnson was a Matt Lucas character,0
3397,"Powerful. I was diagnosed with PTSD 1 year ago, now I’m about to move to a new state alone &amp; feeling fearless. Take back your power https://t.co/MSacXYs9FI",0
1460,"Christopher Biggins, a Poundland Mrs Twanky, is sharing his expert knowledge on the EU and Brexit. Can’t wait for his take on the Middle East’s geopolitical situation. https://t.co/FzxTWRWjz7",0
2630,The last football game I went too. 1 year today. What a night 🟡🟢 #NCFC https://t.co/82mdwMKI3f,0
3209,I'm currently getting a Japanese straight perm so that I have the beautiful sleek hair of my dreams,0
830,I am starting to think UK has a pretty good basketball team #BBN #sarcasm,1
1601,"""#IRONY """"@BarakRavid: BREAKING: PM Netanyahu slams EU countries: """"The Europeans are hypocrites that learned nothing from the holocaust""""""""""",1
39,Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,1
3529,"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1
1846,@RealAlexJones but they put it in soaps and shampoo! It's healthy! #sarcasm,1
1358,Going to Manchester the cheap and pretty way. Avanti too expensive so on a split ticket with LM/WM via Crewe/Stafford.,0
69,"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",1
35,"""#Irony: When some naturopaths sell """"aromatic"""" herbs the way apothecaries sell noxious poisons. #Naturopath=#Apothecary #Herb=#Poison""",1
2086,Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! LeCoinCanard: Coin ! deanbcfc: WasAlRahman this is a question I ask myself everyday #Not...,1
898,There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,0
3381,@AskPlayStation returning my brand new ps4 thanks to your faulty security. #goodjob #not,1
3084,@MCFCJerrish @davidinho_21 Nah Dias deffo got juice last season,0
960,Love it when someone with no mask chooses to sit next to me on the bus...😑,1
1383,I just know the government is gonna lock us all down in spite because they can’t have their Xmas party,0
1107,Chenua Achebe - when things fall apart,0
966,Boris Johnson is a great leader and all his team stick to the covid rules rules,1
2519,@JhaSanjay Those who failed to develop hair on their bald hear are talking abr development #irony,1
2759,just got grease on my fav pants right before work with no time to go home and change so now i just get to be sad for 8 hours in the pants that i ruined,0
2928,#NOT GONNA WIN http://t.co/Mc9ebqjAqj,0
758,"Yes, that's fine. Don't wash your hands when you come out of the gym toilets and go and touch all the weights. We're not in a Pandemic or anything...",1
761,Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1
1050,This is a very amusing thread🎄🥳 PM’s parties through the ages,0
527,James Harden is allowed to travel every time he drives apparently,1
704,@mcquadejennica I just got my tonsils out #lovinglife #not .. Good luck!!,1
3165,Visit #Tripplebeam #Music #Promotions @ http://t.co/AClm33f8HE #Michigan http://t.co/hDMt6Kpu8N,0
2044,The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!,0
3603,Can’t wait for those $2000 checks to go out immediately,1
1065,I would not like to be wearing shorts today or be on the beach for that matter.,0
2783,SAIC Design Directors on Trends and Advice to Students http://t.co/x176gUuhL0,0
1195,Unpacking is the bane of my life,0
2883,@CommSec Home page at 8:30am shows Dow -51.44 but it's +102.75. Can you make your home page stats more real-time pls? http://t.co/2qTC5AKxNf,0
2612,They have #not #been seen www.MonsterMMORPG. com since. gist by #MonsterMMORPG #darumaka,0
2141,"Watching Vivo at 4.30 for first time, my 6 year old already knows the soundtrack as she loves @Lin_Manuel I'm pretty impressed!",0
502,why they talking about plan c when we’re all invited to a party at 10 Downing Street x,0
225,Only yelled at one person while biking home this evening. Improvement!,1
627,Jaegermeister did 9/11,1
646,I like making food and then not eating it to assert my dominance,1
1083,Placheta pulling strings vs United 👀🇵🇱,0
2534,@robfit clever you! #not,1
557,"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1
3539,if trees would simply stop producing flammable leaves climate change would not be an issue,1
408,"Give Phil a rest tomorrow:
Ederson 
Walker Dias Laporte Cancelo
KDB Rodri 🔫🐶
Sterling Jesus Grealish",0
2237,i hate it #sarcasm http://t.co/iywGaSqrl0,1
2988,modern family is a quality show,0
2166,At http://t.co/mjC7vaiyE0 -- The sun finally decided to play #beastside #tahiti #not http://t.co/BiImkrtTn4,1
1304,The US UK GC is going mental over the difference of names of baked goods. I am howling.,0
548,Sinking my teeth in to why the SPS failed in VT,0
208,@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke. #irony,1
1007,I see ITV have new drama starting next week think it's about a police detective with personal problems that i'll make change then.,1
3053,anything david attenborough narrates is gold,0
2126,I hired a housekeeper...I didn’t want to but I’m feeling exhausted to where I’m running on fumes constantly.,0
2292,home alone aka turn on all the lights #scaredycat,0
2307,@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard,0
949,Can someone explain the chase rules to me? Whats the low offers for? N what does it mean when its minus,0
2039,"""Nice friendly drivers @Translink_NI """"never get on a bus with a £20 note mate"""" what a way to make you feel welcome! #sarcasm""",1
2876,"Also, two whole episodes this season with no D'avin at all. ☹️ #killjoys",0
2899,Feeling like crap. And being treated horribly too. It's a great day. #sarcasm #iwanttogohome,1
2342,I'm inviting you to join AttaPoll. Get paid to take surveys. Download the app here: https://t.co/rOp5NccK4h,0
1198,How you meant to start dating again when your 5’4? 🤔 not even Snow White wants me 😂,0
183,@PlayStationUK Nice,1
266,The goal means nothing when you've lost your 2 best players now horrible,0
2927,I always can't wait to see how #sarcasm works. #IfYouKnowWhatIMean,1
1570,@NordstromYYC Thanks. I'll have to check out another store in Calgary.,0
394,@XFINITY yay another outage in less than 8 hours. Keep up the good work! #sarcasm,1
1638,@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :) #sarcasm,1
1071,every time i see someone named david im like ….. wow… that really IS a guy named david,0
120,"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",1
3348,"""Tax & NI on your wage slip is like Jim Bowen on bullseye goin """"look what you coulda won"""" #rubbingitin #crap http://t.co/3zJlaxxgUu""",0
236,@ray_harren @tkinsonn buy really rare pokemon card,1
1169,"No matter how good or bad your life is, wake up in the morning and remember you still have one.",0
293,Today I don't feel like doing anything|#NOT,1
1385,@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD,0
1186,https://t.co/jpgi5N4U9C,0
32,Trying to know all this history tonight is gonna kill me,1
383,I love watching liverpool truly inspiring #not,1
1563,A great day is one in which it's pouring rain and you walk out of your apartment without your car or apartment keys. #sarcasm,1
3100,Photo: Orchid Tassel Chain Mermaid Dress $39.99 Onesize Leave email for invoice http://t.co/6nrIjjJwMc,0
910,Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow #Not,1
851,Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.,0
3021,"come to think of it, I actually have never heard a Catholic man apologize",0
247,"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1
635,came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,1
50,It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy #sarcasm,1
3156,"Chris:*tells elaborate story of how he and Michael lost 2 different lifeguarding whistles* Me: wow, you really blew it didn't you",0
1078,top 2 and he ain’t second.,0
939,"My sisters kid, when we were playing in the living room, told me that I look like ghoul due to my baggy eyes. I love children so much, they make me feel so appreciated and loved, always say the kindest things! ",1
1395,"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",0
747,"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",1
2263,#Christmas #not #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj,0
3452,@HallieCiera Well maybe if you werent such a noob you would be up talking to me at 2:30 in the morning :P,0
222,"Sometimes I lay in bed and think about how today will be the day I make my life better. Exercise, drinking water, eating healthy. Then I wake up. ",1
2936,@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward. #sarcasm,1
714,How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
1623,people who hate the snow give off the same energy as people who hate cats,0
3518,absolutely love waking up to the fire alarm at 7 am 😍,1
31,Falling asleep at your laptop is always fun,1
2409,The moment you realize that what have you done in this whole year . #sarcasm,1
67,Billy Gunn sorta relevant for the first time in years...,1
124,Our rotten rulers are showing their true colours once again.,0
599,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1
52,I asked God to protect me from my enemies .. shortly after I started losing friends 😳💯 #irony or #naah,1
1082,I'd rather you know and be upset than hide it for you to only question things later,0
1325,my cat always sleeps on the very edge of the bed even when i invite him up for cuddles. he so polite 🥲,0
1173,Thanks Boris Johnson for restricting travel abroad (again) due to the new virus strain and your concern for the public health. I heard next week your banning fast food beacuse thats just as dangerous right?,1
1361,so lovely to see that the government continues to prioritise the safety of disabled people,1
8,@Adam_Klug do you think you would support a guy who knocked out your daughter? Rice doesn't deserve support.,0
3248,Life is always a little better when you are slightly obsessed with a Netflix show,0
3388,The @PuneLUG moderation queue is flushed once every one planet Miller hour! #sarcasm,1
403,"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1
